side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,8,0,ا,3.381743907928467
1,1,0,8,1,ذ,3.4442648887634277
1,2,0,8,2,ا,3.3872995376586914
1,3,1,9,3,س,3.378899097442627
1,4,2,10,4,ل,4.39024543762207
1,5,3,11,5,م,2.364875078201294
1,6,3,11,6,ت,4.127254486083984
1,7,3,11,7,م,2.3704307079315186
1,8,3,11,8,م,2.373208522796631
1,9,4,12,9,ا,2.7778642177581787
1,10,4,12,10,ا,2.780642032623291
1,11,5,13,11,ت,4.877577304840088
1,12,6,14,12,ي,1.9500259160995483
1,13,7,15,13,ت,2.2572829723358154
1,14,7,15,14,م,1.6883620023727417
1,15,8,16,15,ب,2.2268595695495605
1,16,9,17,16,ا,4.964995861053467
1,17,10,18,17,ل,4.257623195648193
1,18,11,19,18,م,4.036031723022461
1,19,12,20,19,ع,5.095802307128906
1,20,13,21,20,ر,3.080599546432495
1,21,14,22,21,و,2.970093250274658
1,22,15,23,22,ف,3.961881399154663
1,23,16,24,23,و,3.7580299377441406
1,24,17,25,24,ا,2.3539443016052246
1,25,18,26,25,ت,2.435148239135742
1,26,19,27,26,ق,4.802367687225342
1,27,20,28,27,و,4.471225738525391
1,28,21,29,28,ا,4.531062602996826
1,29,22,30,29,ا,1.0486774444580078
1,30,23,31,30,ل,4.6936235427856445
1,31,24,32,31,ل,2.9143834114074707
1,32,25,33,32,ه,4.826852798461914
1,33,26,34,33,و,4.321521759033203
1,34,27,35,34,ا,6.253574371337891
1,35,28,36,35,ع,2.7236297130584717
1,36,29,37,36,ل,4.541060447692871
1,37,30,38,37,م,4.176746368408203
1,38,31,39,37,م,2.087923049926758
1,39,32,40,38,و,4.533716678619385
1,40,33,41,39,ا,0.5140094757080078
1,41,33,41,40,ا,0.5167872905731201
1,42,33,41,41,ن,5.392218589782715
1,43,33,41,42,ا,0.5223428606987
1,44,34,42,43,ل,1.980484127998352
1,45,35,43,44,ل,2.450843572616577
1,46,36,44,45,ه,3.610170602798462
1,47,37,45,46,ب,4.655137062072754
1,48,38,46,47,م,2.7658040523529053
1,49,39,47,48,ا,7.230288505554199
1,50,40,48,49,ت,3.1610491275787354
1,51,41,49,50,ع,1.5204789638519287
1,52,42,50,50,ع,2.4870078563690186
1,53,43,51,51,م,4.282314300537109
1,54,44,52,52,ل,4.471501350402832
1,55,45,53,53,و,4.265611171722412
1,56,46,54,54,ن,3.5351738929748535
2,0,0,6,0,م,4.036625385284424
2,1,1,7,0,م,3.7316579818725586
2,2,2,8,0,م,0.8530310988426208
2,3,3,9,1,ن,2.589320182800293
2,4,4,10,2,ا,4.286426544189453
2,5,5,11,3,ل,1.2969738245010376
2,6,6,12,4,ك,3.193927764892578
2,7,7,13,5,ت,4.755500316619873
2,8,8,14,6,ا,2.510943651199341
2,9,9,15,7,ب,0.3478810489177704
2,10,10,16,8,و,3.163857936859131
2,11,11,17,9,ا,6.748317718505859
2,12,12,18,10,ل,1.402722716331482
2,13,13,19,11,ح,3.6503210067749023
2,14,14,20,12,ك,0.45948800444602966
2,15,15,21,12,ك,2.6047818660736084
2,16,16,22,12,ك,0.6023087501525879
2,17,17,23,13,م,3.208850383758545
2,18,18,24,14,ة,1.6643487215042114
2,19,19,25,15,ي,1.1508512496948242
2,20,20,26,16,ع,4.339698314666748
2,21,21,27,17,ظ,2.9185991287231445
2,22,22,28,18,ك,4.127246856689453
2,23,23,29,19,م,5.949289798736572
2,24,24,30,20,ب,3.8523929119110107
2,25,25,31,21,ه,3.191720962524414
2,26,26,32,22,و,5.669509410858154
2,27,27,33,23,ا,1.3917200565338135
2,28,28,34,24,ت,3.412524938583374
2,29,29,35,25,ق,2.087099552154541
2,30,30,36,25,ق,2.697200298309326
2,31,31,37,26,و,4.0406975746154785
2,32,32,38,27,ا,4.133976936340332
2,33,33,39,28,ا,1.4241573810577393
2,34,34,40,29,ل,0.5142396092414856
2,35,35,41,30,ل,1.6221178770065308
2,36,36,42,31,ه,2.5113868713378906
2,37,37,43,32,و,0.8233513832092285
2,38,38,44,33,ا,2.8760993480682373
2,39,39,45,34,ع,4.69818115234375
2,40,40,46,35,ل,4.154397010803223
2,41,41,47,36,م,5.070864200592041
2,42,42,48,37,و,2.867504119873047
2,43,43,49,38,ا,2.150181293487549
2,44,44,50,39,ا,3.544936180114746
2,45,45,51,40,ن,2.941431999206543
2,46,46,52,40,ن,2.6108415126800537
2,47,47,53,41,ا,1.2705409526824951
2,48,48,54,42,ل,3.044796943664551
2,49,49,55,43,ل,3.2094101905822754
2,50,50,56,44,ه,3.113149404525757
