bridged_trace_steps,component_bridge_limit,component_count,component_support_floor,cosine_match_rule,evidence_json,feature,full_match_steps,gap,gap_steps,geometry,gt_mask1,gt_mask2,image1,image2,index,label_type,line1_component_ranges,line1_intervals_px,line1_mask_dice,line1_mask_iou,line1_mask_precision,line1_mask_recall,line1_matched_fraction,line1_path_end,line1_path_fraction,line1_path_start,line1_path_windows,line1_source_intervals_px,line1_span_windows,line1_windows,line2_component_ranges,line2_intervals_px,line2_mask_dice,line2_mask_iou,line2_mask_precision,line2_mask_recall,line2_matched_fraction,line2_path_end,line2_path_fraction,line2_path_start,line2_path_windows,line2_source_intervals_px,line2_span_windows,line2_windows,local_weight,mask_coordinate_system,matrix_csv_cosine,matrix_csv_match,matrix_mean_cosine,matrix_std_cosine,mean_full_path_cosine,mean_mask_iou,mean_path_cosine,normalized_nw_score,normalized_primary_score,normalized_sw_score,nw_line1_intervals_px,nw_line2_intervals_px,nw_score,output,pair_id,path_cosine_margin,path_cosine_z,path_steps,primary_algorithm,primary_route_candidate_matches,primary_route_threshold_matches,primary_route_threshold_mismatches,primary_score,representation,score_clip,score_mode,side1_preprocess,side1_type,side2_preprocess,side2_type,source_type,split,status,sw_component_count,sw_line1_intervals_px,sw_line2_intervals_px,sw_mean_path_cosine,sw_path_steps,sw_score,text_score,threshold,threshold_match_cells,threshold_match_fraction,threshold_total_cells,trace_candidate_rule,traceback_steps,warp_steps
0,0,2,0.0,match iff raw cosine > threshold,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001/evidence/nw_match_scores_values_trace.json,contextual,61,-0.3,4,"[{""source_width"": 1390, ""source_height"": 223, ""crop_left"": 62, ""crop_top"": 30, ""crop_width"": 1284, ""crop_height"": 163, ""scale_x"": 0.5646417445482866, ""scale_y"": 0.5644171779141104, ""resize_scale"": 0.5644171779141104, ""resized_width"": 725, ""resized_height"": 92, ""offset_x"": 149, ""offset_y"": 18, ""canvas_width"": 1024, ""canvas_height"": 128, ""binarize"": false, ""crop_foreground"": false, ""preserve_aspect"": true, ""grayscale"": true, ""crop_right"": 1346, ""crop_bottom"": 193, ""xml_bbox_crop"": true, ""xml_path"": ""/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/original.xml"", ""line_index"": 10, ""image_preprocessing"": ""training"", ""autocontrast"": true, ""auto_invert"": true, ""color_mode"": ""L"", ""content_preview_path"": ""/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001/line1_content_crop.png"", ""content_preview_crop_left"": 155, ""content_preview_crop_top"": 18, ""content_preview_crop_right"": 874, ""content_preview_crop_bottom"": 110, ""content_preview_rescaled"": false}, {""source_width"": 1673, ""source_height"": 249, ""crop_left"": 34, ""crop_top"": 33, ""crop_width"": 1566, ""crop_height"": 183, ""scale_x"": 0.5025542784163474, ""scale_y"": 0.5027322404371585, ""resize_scale"": 0.5027322404371585, ""resized_width"": 787, ""resized_height"": 92, ""offset_x"": 118, ""offset_y"": 18, ""canvas_width"": 1024, ""canvas_height"": 128, ""binarize"": false, ""crop_foreground"": false, ""preserve_aspect"": true, ""grayscale"": true, ""crop_right"": 1600, ""crop_bottom"": 216, ""xml_bbox_crop"": true, ""xml_path"": ""/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/original.xml"", ""line_index"": 7, ""image_preprocessing"": ""training"", ""autocontrast"": true, ""auto_invert"": true, ""color_mode"": ""L"", ""content_preview_path"": ""/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001/line2_content_crop.png"", ""content_preview_crop_left"": 118, ""content_preview_crop_top"": 18, ""content_preview_crop_right"": 905, ""content_preview_crop_bottom"": 110, ""content_preview_rescaled"": false}]",,,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/A/linesImages/line_10.png,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000021/B/linesImages/line_07.png,1,medium_match,"[[0,4],[57,62]]","[[936.0, 1024.0], [0.0, 104.0]]",,,,,0.1746031746031746,62,0.1746031746031746,0,11,[],11,63,"[[0,4],[57,62]]","[[936.0, 1024.0], [0.0, 104.0]]",,,,,0.1746031746031746,62,0.1746031746031746,0,11,[],11,63,,source_image,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001/matrices/nw_match_scores_values_cosine.csv,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001/matrices/nw_match_scores_values_match_score.csv,0.011729133315384388,0.10916169732809067,0.08787589710488243,,0.2940638742663644,-0.1216703975011432,-0.1216703975011432,0.17478705942630768,"[[936.0, 1024.0], [0.0, 104.0]]","[[936.0, 1024.0], [0.0, 104.0]]",-7.6652350425720215,/home/ahmedmas/BGU-Lab/AlignmentProject/Results/Evaluation/Point2/train_epoch_sample/res18_tinyvit_real_gray_bbox_aug_sigreg_l020_final/epoch_025/nw/pair_00001,pair_000021,0.28233474095098,2.5863901703764234,11,needleman_wunsch,61,11,50,-7.6652350425720215,primary,4.0,raw,real,real,real,real,real,test,ok,0,[],[],,0,0.34957411885261536,0.4166666666666667,0.1,693,0.1746031746031746,3969,SW/NW determines candidate route; threshold determines accepted matches,65,4
