side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,0,0,ا,5.4390339851379395
1,1,1,1,0,ا,3.613255500793457
1,2,2,2,1,ذ,1.7448235750198364
1,3,3,3,2,ا,5.502448081970215
1,4,4,4,3,س,4.768737316131592
1,5,5,5,4,ل,1.3400564193725586
1,6,6,6,5,م,4.34369421005249
1,7,7,7,6,ت,6.441995620727539
1,8,8,8,7,م,3.4570014476776123
1,9,9,9,8,م,6.312218189239502
1,10,10,10,9,ا,3.3553831577301025
1,11,11,11,10,ا,4.505534648895264
1,12,12,12,11,ت,2.660592794418335
1,13,13,13,11,ت,1.7803575992584229
1,14,14,14,11,ت,2.205268621444702
1,15,15,15,12,ي,3.3229029178619385
1,16,16,16,13,ت,4.24247932434082
1,17,17,17,14,م,5.862050533294678
1,18,18,18,15,ب,2.582717180252075
1,19,19,19,16,ا,4.239772319793701
1,20,20,20,17,ل,5.368092060089111
1,21,21,21,18,م,3.448289155960083
1,22,22,22,19,ع,4.0530619621276855
1,23,23,23,20,ر,1.8539737462997437
1,24,24,24,21,و,5.004119396209717
1,25,25,25,22,ف,3.645812749862671
1,26,26,26,22,ف,4.64009428024292
1,27,27,27,23,و,3.777198314666748
1,28,28,28,24,ا,5.051122188568115
1,29,29,29,25,ت,4.561714172363281
1,30,30,30,26,ق,2.87628436088562
1,31,31,31,27,و,2.670933961868286
1,32,32,32,28,ا,3.408034324645996
1,33,33,33,29,ا,1.6842360496520996
1,34,34,34,30,ل,4.306049823760986
1,35,35,35,31,ل,4.1508355140686035
1,36,36,36,32,ه,5.304009914398193
1,37,37,37,33,و,4.865107536315918
1,38,38,38,34,ا,4.813485622406006
1,39,39,39,35,ع,1.889256238937378
1,40,40,40,36,ل,5.150712490081787
1,41,41,41,37,م,3.707479238510132
1,42,42,42,38,و,4.383563995361328
1,43,43,43,39,ا,4.324138164520264
1,44,44,44,40,ا,4.484726428985596
1,45,45,45,41,ن,3.7420194149017334
1,46,46,46,42,ا,4.274905681610107
1,47,47,47,43,ل,2.4258460998535156
1,48,48,48,44,ل,5.440464973449707
1,49,49,49,45,ه,2.4575698375701904
1,50,50,50,46,ب,1.9288915395736694
1,51,51,51,46,ب,2.1652913093566895
1,52,52,52,47,م,3.2905759811401367
1,53,53,53,47,م,3.3655734062194824
1,54,54,54,48,ا,3.0662899017333984
1,55,55,55,49,ت,3.8380603790283203
1,56,56,56,50,ع,3.6497421264648438
1,57,57,57,51,م,3.5322978496551514
1,58,58,58,52,ل,4.475988388061523
1,59,59,59,52,ل,1.9238801002502441
1,60,60,60,53,و,3.515338897705078
1,61,61,61,54,ن,3.2364702224731445
1,62,62,62,54,ن,4.93215274810791
2,0,0,0,0,م,1.518003225326538
2,1,1,1,1,ن,6.289172172546387
2,2,2,2,2,ا,3.7802717685699463
2,3,3,3,3,ل,3.1255531311035156
2,4,4,4,4,ك,4.00139856338501
2,5,5,5,5,ت,3.3993136882781982
2,6,6,6,6,ا,4.239898681640625
2,7,7,7,7,ب,3.783815622329712
2,8,8,8,8,و,3.6482431888580322
2,9,9,9,9,ا,3.8743059635162354
2,10,10,10,10,ل,3.655632972717285
2,11,11,11,10,ل,1.5122425556182861
2,12,12,12,10,ل,1.0268412828445435
2,13,13,13,10,ل,2.891979217529297
2,14,14,14,10,ل,3.353041887283325
2,15,15,15,10,ل,2.4446585178375244
2,16,16,16,11,ح,3.895193576812744
2,17,17,17,12,ك,2.121349573135376
2,18,18,18,12,ك,1.6700490713119507
2,19,19,19,13,م,1.9956861734390259
2,20,20,20,13,م,3.0777854919433594
2,21,21,21,13,م,3.091491222381592
2,22,22,22,13,م,4.462133884429932
2,23,23,23,14,ة,2.9658966064453125
2,24,24,24,15,ي,0.6406349539756775
2,25,25,25,16,ع,4.03945779800415
2,26,26,26,16,ع,4.099005699157715
2,27,27,27,17,ظ,3.871629238128662
2,28,28,28,18,ك,2.190464496612549
2,29,29,29,19,م,3.822356700897217
2,30,30,30,20,ب,1.718138575553894
2,31,31,31,20,ب,3.0889272689819336
2,32,32,32,20,ب,3.4015166759490967
2,33,33,33,20,ب,2.328657627105713
2,34,34,34,21,ه,4.721462726593018
2,35,35,35,22,و,1.6207109689712524
2,36,36,36,23,ا,3.5251624584198
2,37,37,37,24,ت,2.7799887657165527
2,38,38,38,25,ق,2.315322160720825
2,39,39,39,25,ق,1.9783514738082886
2,40,40,40,26,و,2.350614309310913
2,41,41,41,27,ا,1.442460536956787
2,42,42,42,28,ا,2.3948049545288086
2,43,43,43,29,ل,2.46891450881958
2,44,44,44,30,ل,3.9283480644226074
2,45,45,45,31,ه,2.569789409637451
2,46,46,46,32,و,4.021189212799072
2,47,47,47,32,و,2.083855628967285
2,48,48,48,32,و,2.9528300762176514
2,49,49,49,33,ا,3.54699969291687
2,50,50,50,34,ع,2.439678192138672
2,51,51,51,35,ل,4.683262348175049
2,52,52,52,36,م,1.6913813352584839
2,53,53,53,37,و,4.045252799987793
2,54,54,54,37,و,3.554772138595581
2,55,55,55,38,ا,2.615837574005127
2,56,56,56,39,ا,1.67123544216156
2,57,57,57,40,ن,0.617426872253418
2,58,58,58,40,ن,3.7230265140533447
2,59,59,59,41,ا,3.0151309967041016
2,60,60,60,42,ل,1.8624460697174072
2,61,61,61,43,ل,3.3030641078948975
2,62,62,62,44,ه,1.2769147157669067
