0.54460311,0.29245740,0.33157074,0.26905382,0.46238127,0.35716704,0.33939147,0.52288997,0.53554928,0.57451463,0.42389601,0.37174088,0.45126015,0.37288928,0.32210648,0.60652721,0.47242826,0.42430848,0.39199597,0.50861967,0.24834843,0.45084345,0.32570577,0.16532280,0.49262106,0.39774543,0.43695104,0.47990966,0.50617182,0.50913608,0.45050499,0.45889205,0.35117429,0.26081437,0.46839735,0.40914646,0.55682826,0.54075676,0.52883208,0.47475657,0.42708904,0.37635383,0.52636743,0.59120905,0.53596199,0.47937647,0.34966952,0.33905345,0.48724961,0.45754194,0.42619714,0.51486140,0.50858587,0.20858587,0.37563664,0.33060744,0.35264105,0.34740084,0.45141965,0.53010082,0.28727853,0.22642565
0.71102130,0.86627465,0.63791269,0.61835796,0.55699915,0.82329154,0.72064853,0.79061860,0.94988781,0.90775043,0.84009159,0.68284374,0.68721968,0.79880178,0.56912410,0.75992179,0.99163997,0.84051132,0.76437461,0.77235830,0.76116049,0.61057943,0.64716637,0.53568727,0.73406732,1.11140251,0.81140250,0.77031535,0.81094491,0.94660974,0.86390704,0.83800989,0.84503579,0.70493114,0.68583250,0.83469379,0.88487554,0.94574022,0.86689264,0.81436479,0.78070033,0.78706282,0.85016835,1.03175378,0.96361428,0.80553389,0.74643797,0.62727731,0.81393790,0.92027020,0.85055560,0.82852125,0.81216544,0.65530950,0.57130945,0.68194032,0.62814158,0.59674835,0.62346321,0.97946268,0.74157214,0.44157213
0.53188646,1.12285376,1.10737216,0.88349909,0.92345625,0.98784041,1.22915506,1.10795021,1.09208906,1.28504229,1.25128353,1.02148867,0.94434893,1.06379509,0.98664433,1.01050115,1.32524920,1.50552154,1.28398061,1.33830738,1.06091011,1.00617814,1.10806572,0.94113362,0.86294031,1.06618118,1.47894323,1.17894328,1.05993056,1.13781738,1.16314745,1.16329765,1.18178415,1.19695795,1.15609157,1.02952886,1.39474809,1.37945318,1.40650582,1.32555461,1.33969033,1.24072027,1.21726608,1.29991150,1.55426574,1.34329510,1.11642420,1.09218991,1.05246544,1.22447062,1.24157131,1.25425243,1.22537184,1.14256549,1.19421172,1.07103348,1.04537439,0.83945221,0.81082511,1.16672933,1.22700334,0.92700332
0.60776043,0.98833770,1.42525291,1.47761822,1.22239065,1.38799059,1.50250101,1.71359539,1.57982826,1.58933651,1.70181954,1.56961691,1.43166292,1.32131529,1.26497471,1.53195000,1.59418595,1.92051530,1.96299875,1.81010902,1.68667650,1.42785192,1.47097659,1.47430706,1.33608758,1.35029531,1.53364468,1.88501692,1.58501697,1.43742597,1.50733447,1.52690101,1.55176568,1.59921038,1.71999240,1.60972571,1.73139644,1.97126734,1.95742226,1.91561031,1.81132388,1.94711185,1.79967773,1.77571964,1.84658885,2.05501986,1.75501990,1.45501995,1.59233749,1.48191464,1.59067512,1.72857869,1.73917484,1.55811477,1.58347130,1.65144444,1.47213340,1.36866403,1.15786910,1.36208677,1.52090144,1.43659782
0.46517172,1.09989321,1.19905031,1.87237704,1.86200106,1.64775348,1.85325956,1.84254086,2.07834506,1.84785998,1.95578122,1.90243185,1.87877655,1.79466414,1.61580217,1.79784584,2.03688812,2.05939126,2.29585624,2.38879228,2.16491556,1.89926398,1.89241683,1.93275118,1.77217269,1.74515307,1.72878194,1.87406218,2.30284333,2.00284338,1.73867440,1.84449863,1.95493674,1.97833014,2.01677871,2.07543397,2.09348750,2.21703672,2.42112517,2.35678315,2.41873217,2.27239513,2.29077172,2.16846871,2.28744411,2.21604061,2.33693123,2.13467264,1.83467269,1.93322349,1.72631097,1.97408938,2.16656017,2.03586912,2.00746918,1.99251866,2.00398254,1.78795564,1.54910862,1.52530444,1.68606758,1.74928105
0.40096816,0.99825096,1.53798127,1.77300286,2.22237897,2.19723773,2.13465381,2.39314270,2.30617213,2.53641295,2.27758288,2.37586570,2.42253327,2.14200783,2.26399183,2.03774071,2.05956626,2.35793757,2.32715368,2.58627081,2.80579185,2.58468628,2.28468633,2.36786175,2.28364730,2.22086096,1.99735546,2.04127979,2.20579243,2.66095114,2.45284986,2.15284991,2.20595574,2.30875278,2.28345633,2.46585107,2.45345354,2.51863480,2.71490288,2.76202631,2.76288629,2.76473856,2.57817483,2.66577911,2.53419900,2.78254580,2.48254585,2.63411903,2.53759503,2.23759508,2.19128704,2.12429810,2.52014422,2.41216445,2.23627925,2.29243612,2.29822350,2.47590923,2.21132803,1.91132808,2.04909158,1.98177338
0.47369719,0.95558381,1.53229117,2.20170856,2.23869562,2.58487749,2.74069023,2.67765260,2.87801504,2.74808145,3.01591229,2.77375269,2.84403944,2.69880223,2.68837929,2.77175474,2.47175479,2.39399981,2.65154600,2.66199112,3.11808205,3.31211495,3.01211500,2.84687233,2.77410889,2.73657107,2.61794472,2.37299871,2.39924312,2.60401320,3.20362997,2.92157507,2.62157512,2.74773455,2.60753202,2.79553294,2.86858869,2.85864091,3.02700186,3.08785820,3.16717887,3.15583801,3.14103460,2.99081373,3.08864498,3.01322746,3.01318693,2.87507796,3.03724098,2.90799403,2.60799408,2.62190056,2.64756060,2.80187988,2.62462068,2.58523679,2.64020729,2.89612961,2.91280174,2.61280179,2.50418353,2.45674419
0.39040917,0.73064184,1.23229122,1.90170860,2.52370667,2.66449404,2.85006046,2.94634342,3.03460383,3.27292991,3.01503992,3.12356162,2.97890639,3.20979095,2.90979099,3.18715787,3.26758289,2.96758294,2.66758299,2.83822441,2.81808209,3.35179067,3.55343843,3.25343847,3.27516794,3.03221273,3.42006230,3.12006235,2.82006240,2.77281880,2.95055532,3.53865480,3.34756756,3.05326438,3.24943995,2.94944000,3.24713707,3.22883320,3.25063944,3.44910908,3.33478284,3.40002489,3.40967894,3.49610209,3.42097902,3.36957216,3.38325286,3.34693670,3.06261730,3.24281311,3.27787256,2.98241115,2.96149588,2.90338516,3.21145463,2.92136359,2.78194499,2.79100156,3.12519860,3.47671962,3.17671967,2.87671971
0.54411983,0.75994229,1.07348669,1.60170865,2.24056673,2.85264587,2.93839455,3.25129604,3.38544369,3.41700268,3.61367702,3.31367707,3.45785642,3.38958788,3.51915169,3.30865026,3.49094176,3.65004086,3.35004091,3.05004096,3.07158351,3.17097521,3.73425865,3.84146571,3.74834728,3.73129988,3.45189834,3.72486115,3.42486119,3.27248502,3.09675479,3.28931475,4.01668549,3.71668553,3.41668558,3.62772965,3.43473959,3.67773223,3.61404061,3.59349608,3.77588558,3.58884716,3.81693959,3.88663864,3.96922970,3.76599550,3.65985751,3.76038504,3.71528721,3.41528726,3.65353751,3.71254373,3.41254377,3.27462053,3.35085583,3.66221046,3.36221051,3.10911083,3.15778327,3.69990683,3.82707620,3.52707624
0.59071195,0.99327844,1.19452190,1.46824384,1.98113227,2.59819317,3.31040764,3.36730003,3.70772672,3.80761790,3.86362624,3.98176003,3.68176007,3.78741741,3.64844584,4.02366686,3.73452759,3.95439720,4.00294209,3.75607133,3.45607138,3.53232861,3.50591111,4.05952549,4.19793320,4.15687752,4.19876480,3.89876485,3.97125006,3.73407269,3.64552164,3.42512226,3.74890995,4.49278164,4.19278145,3.99903107,4.17439461,3.90461373,4.15918541,4.01261282,3.99167252,4.19301891,4.08249331,4.26921225,4.36943054,4.32871103,4.09301281,4.01181507,4.13975239,3.98051119,3.70888805,4.16201591,4.08742619,3.78742623,3.64840364,3.84971213,4.08330059,3.78330064,3.49874663,3.71835518,4.07502079,4.08462906
