0.889707,0.845525,0.583084,0.799312,0.865243,0.761281,0.773884,0.654659,0.948536,0.830476,0.900519,0.839913,0.776668,0.721866,0.780089,0.773141,0.800838,0.546122,0.839651,0.692108,0.714474,0.861698,0.745639,0.415466,0.897084,0.781046,0.925102,0.807499,0.436243,0.795867,0.902541,0.868668,0.946874,0.224697,0.932387,0.770379,0.457189,0.766176,0.604241,0.647873,0.905555,0.715980,0.699872,0.715615,0.730192,0.768650,0.720681,0.638886,0.592158,0.699100,0.907272,0.842698,0.864878,0.796872,0.752949,0.706442,0.870577,0.590968,0.732211,0.927150,0.695557,0.549057,0.830557
-0.095516,-0.021648,0.016528,0.007114,-0.095535,-0.129821,0.044449,0.072804,-0.057574,-0.010398,0.005587,-0.160924,-0.050557,0.071862,-0.109654,-0.132491,-0.124434,0.077948,-0.058477,0.106290,0.056045,0.013402,-0.011559,0.073164,0.002719,0.245376,0.136392,0.069107,0.239998,0.319185,-0.017758,0.090472,-0.019467,0.410102,-0.055963,0.269915,0.022104,-0.123394,-0.073486,0.390424,0.037938,-0.020923,0.085715,0.190511,0.191276,0.075874,-0.008529,-0.000669,0.242283,0.307711,0.154662,0.235302,0.059754,-0.002753,0.224840,0.300083,-0.062268,-0.070322,0.038446,-0.009074,-0.035794,-0.002133,-0.007259
-0.104587,-0.021612,0.052622,0.019993,-0.103910,-0.129116,0.075978,0.092308,-0.094981,-0.019724,-0.020380,-0.149751,-0.044711,0.112244,-0.087341,-0.126627,-0.119618,0.150288,-0.054693,0.138289,0.057767,0.002489,0.027671,0.183347,-0.019408,0.188082,0.076117,0.083693,0.285837,0.260844,-0.033920,0.062719,-0.051337,0.538407,-0.092040,0.266695,0.140818,-0.127139,-0.035591,0.360707,0.021396,0.022428,0.137821,0.236574,0.228664,0.112036,0.039772,0.041255,0.307316,0.309509,0.123795,0.228170,0.060316,-0.007582,0.246344,0.304722,-0.060038,0.001186,0.001299,-0.030281,-0.007809,0.039189,-0.031031
-0.098334,-0.004032,0.175786,0.060391,-0.088292,-0.060012,0.124874,0.179894,-0.142292,-0.001853,-0.047586,-0.113721,0.013601,0.173829,-0.017350,-0.056784,-0.059401,0.304764,-0.016698,0.199584,0.111685,-0.005667,0.102473,0.377407,-0.039426,0.146261,-0.016140,0.092533,0.408059,0.182281,-0.055353,0.038033,-0.116473,0.723780,-0.131882,0.250282,0.322361,-0.063954,0.104378,0.339375,-0.018520,0.116972,0.229864,0.297936,0.280488,0.168355,0.135361,0.159743,0.380855,0.314859,0.064665,0.210363,0.049473,0.022191,0.258635,0.317109,-0.051886,0.163979,0.035442,-0.078746,0.092289,0.196653,-0.021420
-0.056609,0.031449,0.153653,0.086105,-0.048916,-0.047559,0.131072,0.190544,-0.056925,0.046824,0.030619,-0.103322,0.033037,0.175136,-0.020364,-0.048691,-0.046164,0.240415,0.010939,0.204859,0.150023,0.055566,0.091513,0.266184,0.032742,0.278689,0.124848,0.132166,0.393678,0.338716,0.008652,0.126721,-0.026610,0.609474,-0.048187,0.325518,0.204282,-0.041009,0.068572,0.452430,0.059888,0.092440,0.206594,0.298434,0.293107,0.172656,0.110312,0.135146,0.364417,0.389926,0.166409,0.283193,0.104661,0.064012,0.300931,0.384344,-0.016967,0.087801,0.106082,0.001615,0.080155,0.155800,0.041222
0.896358,0.845155,0.572700,0.802503,0.870801,0.758904,0.782359,0.639358,0.943009,0.828405,0.896529,0.862339,0.769524,0.733786,0.792983,0.773098,0.799974,0.533708,0.840253,0.690498,0.704780,0.862386,0.753090,0.424713,0.893027,0.736160,0.907329,0.819072,0.408763,0.762075,0.905384,0.855673,0.952353,0.191995,0.929571,0.747718,0.486145,0.759445,0.599459,0.601791,0.911029,0.718213,0.696251,0.703422,0.714400,0.765945,0.724171,0.633773,0.591665,0.678180,0.886451,0.810919,0.873276,0.794532,0.745104,0.680642,0.878395,0.599810,0.689705,0.938087,0.684622,0.527412,0.812714
0.898589,0.852649,0.573992,0.802875,0.872670,0.760874,0.788116,0.639992,0.941154,0.830361,0.895608,0.861169,0.767527,0.731622,0.790194,0.771945,0.796860,0.543818,0.835670,0.699747,0.700674,0.860926,0.749834,0.429165,0.893501,0.739739,0.906345,0.816553,0.413040,0.756829,0.908300,0.854969,0.951477,0.216302,0.927418,0.756548,0.487843,0.748964,0.598849,0.607122,0.907188,0.721360,0.702422,0.707258,0.717328,0.767043,0.721731,0.629022,0.598611,0.677640,0.892778,0.822869,0.875348,0.797261,0.751922,0.681656,0.877211,0.603983,0.692754,0.933275,0.683982,0.529639,0.816723
0.661279,0.649684,0.417483,0.616187,0.636124,0.522812,0.603296,0.512554,0.742102,0.646400,0.724274,0.577511,0.566489,0.565641,0.538065,0.527042,0.556021,0.397330,0.620852,0.557855,0.568851,0.684536,0.544349,0.266949,0.717171,0.748684,0.828854,0.653224,0.393149,0.802683,0.712175,0.735812,0.760167,0.259232,0.727326,0.722038,0.278282,0.527283,0.395031,0.690821,0.741160,0.510335,0.545886,0.611583,0.628096,0.608264,0.519624,0.453770,0.523975,0.680648,0.804160,0.770258,0.708120,0.617094,0.676206,0.678700,0.650911,0.369861,0.592674,0.742405,0.495611,0.376434,0.652017
0.904530,0.857027,0.580694,0.808232,0.876986,0.766776,0.792467,0.645718,0.948953,0.834788,0.900889,0.866977,0.776295,0.736543,0.797236,0.779551,0.807113,0.554634,0.844730,0.701378,0.705611,0.865477,0.759816,0.438234,0.898521,0.741401,0.907662,0.820081,0.418613,0.757330,0.912727,0.858883,0.955471,0.228438,0.932905,0.758617,0.496121,0.760223,0.608134,0.607797,0.911636,0.729725,0.712191,0.718685,0.728513,0.777318,0.733958,0.639545,0.603374,0.680266,0.897906,0.829974,0.877813,0.799985,0.755607,0.686647,0.885459,0.613812,0.700409,0.937398,0.697735,0.541328,0.822454
0.752470,0.738435,0.508700,0.709735,0.724297,0.612037,0.701471,0.598321,0.821950,0.729684,0.803747,0.675927,0.660793,0.663019,0.639803,0.620679,0.654277,0.505740,0.719675,0.644931,0.647639,0.766727,0.651789,0.380560,0.798497,0.793005,0.882661,0.740894,0.467826,0.842623,0.795948,0.809747,0.837059,0.356804,0.805443,0.791550,0.397320,0.619669,0.494427,0.732063,0.822492,0.617676,0.655104,0.716757,0.729683,0.713905,0.632404,0.557034,0.616505,0.747699,0.876718,0.852108,0.793652,0.698871,0.760224,0.751275,0.747225,0.485075,0.658349,0.823709,0.598583,0.476090,0.728274
