representation,metric,count,mean,median
local,normalized_primary_score,3,0.37990313035006334,0.39692482352256775
local,normalized_nw_score,3,0.30555613583357877,0.3371194203694661
local,mean_path_cosine,3,0.49766171860221303,0.4559861714557066
local,mean_mask_iou,3,0.5016369587390929,0.4666382113821138
local,path_cosine_margin,3,0.1716848401975957,0.10965707847627543
local,path_cosine_z,3,1.2484947708626022,0.7196811329713063
local,component_count,3,1.3333333333333333,1.0
local,gap_steps,3,18.666666666666668,20.0
context,normalized_primary_score,3,0.2928545449034581,0.3339369032118056
context,normalized_nw_score,3,0.1689081898442021,0.1770408418443468
context,mean_path_cosine,3,0.47582943239606285,0.5497450518639798
context,mean_mask_iou,3,0.6153181785262926,0.6584846313107182
context,path_cosine_margin,3,0.3597605849186268,0.4334685269029851
context,path_cosine_z,3,2.0128124765357853,2.432099235979065
context,component_count,3,1.3333333333333333,1.0
context,gap_steps,3,19.333333333333332,20.0
fused,normalized_primary_score,3,0.3167256105639376,0.3599423302544488
fused,normalized_nw_score,3,0.1685377201706013,0.1857706100221664
fused,mean_path_cosine,3,0.5864692906900851,0.6966303988144948
fused,mean_mask_iou,3,0.6466693528569195,0.6584846313107182
fused,path_cosine_margin,3,0.5476202659671117,0.646521656571523
fused,path_cosine_z,3,2.341998853274387,2.3886944728695045
fused,component_count,3,1.6666666666666667,2.0
fused,gap_steps,3,24.0,30.0
fused_wrong_context,normalized_primary_score,3,0.19033458103022025,0.19191250146604052
fused_wrong_context,normalized_nw_score,3,0.06205526861564192,0.048312769995795354
fused_wrong_context,mean_path_cosine,3,0.354841600243413,0.363187437877059
fused_wrong_context,mean_mask_iou,3,0.45392514674042594,0.5829431960049938
fused_wrong_context,path_cosine_margin,3,0.30716323518173255,0.3376611899584532
fused_wrong_context,path_cosine_z,3,1.4370502994071435,1.5647234552841514
fused_wrong_context,component_count,3,1.0,1.0
fused_wrong_context,gap_steps,3,21.333333333333332,22.0
