epoch,split,run_id,checkpoint,optimizer_steps_epoch,population,positive_weight,sigreg_weight,negative_active,competition_temperature,dtw_position_prior,gamma,generalization_gap,learning_rate,total,positive_dtw,evaluated,skipped,invalid,sigreg_raw,sigreg_weighted,aggregation,negative,valid_tokens,sigreg_populations,letters_mean,windows_mean,seconds
1,train_online,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_001.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.18841657638549814,2e-05,7.197071075439453,2.293104887008667,1.0,0.0,0,24.51983070373535,4.903966426849365,optimization-batch weighted; weights change; augmented/dropout-active,,,,,,
1,train_eval,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_001.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.18841657638549814,2e-05,19.626554737091062,2.4005078315734862,5,0,0,86.13023452758789,17.226046905517578,,,315,3,29.2,63.0,3.2779546584933996
1,val_eval,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_001.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.18841657638549814,2e-05,19.05273838043213,2.212091255187988,5,0,0,84.2032356262207,16.840647125244143,,,315,3,37.2,63.0,3.3021980337798595
2,train_online,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_002.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.1650403499603268,1.01e-05,6.9647369384765625,2.2367618083953857,1.0,0.0,0,23.639877319335938,4.727975368499756,optimization-batch weighted; weights change; augmented/dropout-active,,,,,,
2,train_eval,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_002.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.1650403499603268,1.01e-05,19.188634033203126,2.3645065307617186,5,0,0,84.12063751220703,16.824127502441407,,,315,3,29.2,63.0,3.3290060851722956
2,val_eval,resnet18_128d_5l_1h_no_pos_smoke_20260923f,model_epoch_002.pth,1.0,fixed-subset,1.0,0.2,False,0.1,0.15,0.05,-0.1650403499603268,1.01e-05,18.413338098526,2.199466180801392,5,0,0,81.06935958862304,16.21387191772461,,,315,3,37.2,63.0,3.528372559696436
