side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,8,0,ا,3.3758323192596436
1,1,0,8,1,ذ,3.468926429748535
1,2,0,8,2,ا,3.381387948989868
1,3,1,9,3,س,3.3675572872161865
1,4,2,10,4,ل,4.2352166175842285
1,5,3,11,5,م,2.467780351638794
1,6,3,11,6,ت,3.7746059894561768
1,7,3,11,7,م,2.4733359813690186
1,8,3,11,8,م,2.476113796234131
1,9,4,12,9,ا,2.6519782543182373
1,10,4,12,10,ا,2.6547560691833496
1,11,5,13,11,ت,4.499836444854736
1,12,6,14,12,ي,1.9726310968399048
1,13,7,15,13,ت,1.777051568031311
1,14,7,15,14,م,1.7378450632095337
1,15,8,16,15,ب,2.085801601409912
1,16,9,17,16,ا,4.90076208114624
1,17,10,18,17,ل,4.141357898712158
1,18,11,19,18,م,4.032408237457275
1,19,12,20,19,ع,4.775783061981201
1,20,13,21,20,ر,2.935244560241699
1,21,14,22,21,و,3.1074864864349365
1,22,15,23,22,ف,3.7064428329467773
1,23,16,24,23,و,3.4212422370910645
1,24,17,25,24,ا,2.4191861152648926
1,25,18,26,25,ت,2.6103925704956055
1,26,19,27,26,ق,4.7137932777404785
1,27,20,28,27,و,4.563937187194824
1,28,21,29,28,ا,4.711498737335205
1,29,22,30,29,ا,1.0601588487625122
1,30,23,31,30,ل,4.202305793762207
1,31,24,32,31,ل,3.1017041206359863
1,32,25,33,32,ه,4.177227020263672
1,33,26,34,33,و,4.130458354949951
1,34,27,35,34,ا,6.7246551513671875
1,35,28,36,35,ع,2.743673086166382
1,36,29,37,36,ل,4.526970386505127
1,37,30,38,37,م,4.6365814208984375
1,38,31,39,37,م,2.2080154418945312
1,39,32,40,38,و,3.6382293701171875
1,40,33,41,39,ا,0.6282635927200317
1,41,33,41,40,ا,0.631041407585144
1,42,33,41,41,ن,4.936066627502441
1,43,33,41,42,ا,0.6365969777107239
1,44,34,42,43,ل,2.1843061447143555
1,45,35,43,44,ل,2.5848329067230225
1,46,36,44,45,ه,3.415017604827881
1,47,37,45,46,ب,4.902827739715576
1,48,38,46,47,م,2.7591030597686768
1,49,39,47,47,م,4.385138988494873
1,50,40,48,48,ا,3.041114568710327
1,51,41,49,49,ت,4.1801605224609375
1,52,42,50,50,ع,2.5692408084869385
1,53,43,51,51,م,4.264526844024658
1,54,44,52,52,ل,4.51158332824707
1,55,45,53,53,و,4.5283589363098145
1,56,46,54,54,ن,3.7958805561065674
2,0,0,6,0,م,4.298053741455078
2,1,1,7,0,م,3.401153802871704
2,2,2,8,0,م,1.016882061958313
2,3,3,9,1,ن,2.553633689880371
2,4,4,10,2,ا,3.6217427253723145
2,5,5,11,3,ل,1.0879576206207275
2,6,6,12,4,ك,3.0744261741638184
2,7,7,13,5,ت,4.712674140930176
2,8,8,14,6,ا,2.4902970790863037
2,9,9,15,7,ب,0.5620363354682922
2,10,10,16,8,و,3.1759450435638428
2,11,11,17,9,ا,6.462631702423096
2,12,12,18,10,ل,1.4574573040008545
2,13,13,19,11,ح,3.7928874492645264
2,14,14,20,12,ك,0.4745033383369446
2,15,15,21,12,ك,2.034393787384033
2,16,16,22,12,ك,0.4812014102935791
2,17,17,23,13,م,3.2077386379241943
2,18,18,24,14,ة,1.411722183227539
2,19,19,25,15,ي,1.7670055627822876
2,20,20,26,15,ي,1.0100964307785034
2,21,21,27,16,ع,3.947030782699585
2,22,22,28,17,ظ,2.9037845134735107
2,23,23,29,18,ك,1.9141229391098022
2,24,24,30,19,م,4.249420642852783
2,25,25,31,20,ب,4.067542552947998
2,26,26,32,21,ه,3.7631418704986572
2,27,27,33,22,و,6.009383201599121
2,28,28,34,23,ا,5.03216552734375
2,29,29,35,24,ت,3.0936713218688965
2,30,30,36,25,ق,3.004885673522949
2,31,31,37,26,و,3.917877674102783
2,32,32,38,27,ا,3.6971023082733154
2,33,33,39,28,ا,1.41583251953125
2,34,34,40,29,ل,0.47930532693862915
2,35,35,41,30,ل,1.5408138036727905
2,36,36,42,31,ه,2.601625680923462
2,37,37,43,32,و,1.1591650247573853
2,38,38,44,33,ا,2.4424993991851807
2,39,39,45,34,ع,3.4325594902038574
2,40,40,46,35,ل,3.947307586669922
2,41,41,47,36,م,4.888050079345703
2,42,42,48,37,و,2.8900418281555176
2,43,43,49,38,ا,2.479402542114258
2,44,44,50,39,ا,3.3726377487182617
2,45,45,51,40,ن,2.8263704776763916
2,46,46,52,40,ن,2.5642311573028564
2,47,47,53,41,ا,1.7666980028152466
2,48,48,54,42,ل,2.8218367099761963
2,49,49,55,43,ل,3.016446590423584
2,50,50,56,44,ه,3.130495309829712
