representation,metric,count,mean,median
local,normalized_primary_score,3,0.45310396107193696,0.4446455764770508
local,normalized_nw_score,3,0.320001309510892,0.3084487612285311
local,mean_path_cosine,3,0.5056092730096075,0.46326538207738294
local,mean_mask_iou,3,0.4781559909092963,0.4664887210702777
local,path_cosine_margin,3,0.14009040504009454,0.06776633096295731
local,path_cosine_z,3,0.6757308681134052,0.3442368197256319
local,component_count,3,3.0,3.0
local,gap_steps,3,3.3333333333333335,4.0
context,normalized_primary_score,3,0.3371269889639205,0.3129480452764602
context,normalized_nw_score,3,0.20294021929382647,0.17200689467172775
context,mean_path_cosine,3,0.38923629112345354,0.3435954385437071
context,mean_mask_iou,3,0.5096801289076573,0.4753350393965924
context,path_cosine_margin,3,0.23405261325143153,0.18010477060452101
context,path_cosine_z,3,1.3799636757872527,1.0348850658354336
context,component_count,3,3.6666666666666665,4.0
context,gap_steps,3,7.333333333333333,6.0
fused,normalized_primary_score,3,0.3317753052333045,0.3335808617728097
fused,normalized_nw_score,3,0.15476959849160815,0.13529241652715773
fused,mean_path_cosine,3,0.5467691822694584,0.5268796309828758
fused,mean_mask_iou,3,0.8061175718127446,0.7943410468200738
fused,path_cosine_margin,3,0.5078476851281368,0.49614925764319373
fused,path_cosine_z,3,2.3671501606308167,2.291421763091423
fused,component_count,3,2.3333333333333335,2.0
fused,gap_steps,3,10.0,12.0
fused_wrong_context,normalized_primary_score,3,0.18484792377928616,0.18425512313842773
fused_wrong_context,normalized_nw_score,3,0.06735005706706375,0.07108784478808207
fused_wrong_context,mean_path_cosine,3,0.34333180438614247,0.3237736392766237
fused_wrong_context,mean_mask_iou,3,0.23545526451201113,0.25960553441469475
fused_wrong_context,path_cosine_margin,3,0.29444336072739324,0.2995775602757931
fused_wrong_context,path_cosine_z,3,1.5015508631581849,1.481860016176877
fused_wrong_context,component_count,3,2.0,2.0
fused_wrong_context,gap_steps,3,8.0,8.0
