side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,0,0,ا,4.53785514831543
1,1,1,1,0,ا,5.56256103515625
1,2,2,2,1,ذ,2.2761123180389404
1,3,3,3,1,ذ,1.7118797302246094
1,4,4,4,2,ا,2.9941649436950684
1,5,5,5,3,س,3.9366326332092285
1,6,6,6,4,ل,2.6421117782592773
1,7,7,7,5,م,5.877397060394287
1,8,8,8,6,ت,4.07193660736084
1,9,9,9,7,م,3.0448403358459473
1,10,10,10,8,م,3.732578754425049
1,11,11,11,9,ا,6.607213497161865
1,12,12,12,10,ا,3.369414806365967
1,13,13,13,11,ت,1.9209187030792236
1,14,14,14,12,ي,3.5247952938079834
1,15,15,15,13,ت,4.3926310539245605
1,16,16,16,14,م,3.6173970699310303
1,17,17,17,15,ب,4.849743366241455
1,18,18,18,16,ا,5.794705867767334
1,19,19,19,17,ل,1.6776845455169678
1,20,20,20,18,م,4.010560035705566
1,21,21,21,19,ع,3.402719497680664
1,22,22,22,20,ر,4.759814262390137
1,23,23,23,21,و,2.1699204444885254
1,24,24,24,22,ف,3.8919949531555176
1,25,25,25,23,و,5.448469161987305
1,26,26,26,24,ا,4.524814128875732
1,27,27,27,25,ت,3.360753059387207
1,28,28,28,26,ق,3.678238868713379
1,29,29,29,27,و,5.075421333312988
1,30,30,30,28,ا,3.4611222743988037
1,31,31,31,29,ا,3.854889392852783
1,32,32,32,30,ل,4.89355993270874
1,33,33,33,31,ل,6.061710357666016
1,34,34,34,32,ه,4.913797378540039
1,35,35,35,33,و,3.1852571964263916
1,36,36,36,34,ا,2.5935940742492676
1,37,37,37,34,ا,2.6651833057403564
1,38,38,38,34,ا,3.735605001449585
1,39,39,39,34,ا,2.145472526550293
1,40,40,40,34,ا,1.2407453060150146
1,41,41,41,34,ا,0.30808591842651367
1,42,42,42,35,ع,6.098596096038818
1,43,43,43,36,ل,3.11763072013855
1,44,44,44,37,م,2.169294834136963
1,45,45,45,37,م,4.019756317138672
1,46,46,46,38,و,2.315732479095459
1,47,47,47,39,ا,3.2781271934509277
1,48,48,48,40,ا,2.796532392501831
1,49,49,49,41,ن,1.1544073820114136
1,50,50,50,42,ا,6.837740421295166
1,51,51,51,43,ل,5.055507659912109
1,52,52,52,44,ل,6.330045223236084
1,53,53,53,45,ه,6.624655246734619
1,54,54,54,46,ب,2.733907461166382
1,55,55,55,47,م,5.151317596435547
1,56,56,56,48,ا,3.5442559719085693
1,57,57,57,49,ت,3.534515142440796
1,58,58,58,50,ع,3.1493308544158936
1,59,59,59,51,م,4.167057514190674
1,60,60,60,52,ل,2.6274807453155518
1,61,61,61,53,و,4.006484031677246
1,62,62,62,54,ن,6.40126895904541
2,0,0,0,0,م,2.589691162109375
2,1,1,1,1,ن,3.1648447513580322
2,2,2,2,1,ن,2.9818954467773438
2,3,3,3,2,ا,1.7189627885818481
2,4,4,4,3,ل,3.0374507904052734
2,5,5,5,4,ك,4.170878887176514
2,6,6,6,5,ت,2.249692678451538
2,7,7,7,6,ا,1.9193382263183594
2,8,8,8,6,ا,1.3983062505722046
2,9,9,9,7,ب,0.3705853819847107
2,10,10,10,8,و,4.875908374786377
2,11,11,11,9,ا,2.4105520248413086
2,12,12,12,10,ل,0.39288872480392456
2,13,13,13,10,ل,1.4031509160995483
2,14,14,14,11,ح,3.756869077682495
2,15,15,15,12,ك,4.844595909118652
2,16,16,16,13,م,2.630852222442627
2,17,17,17,14,ة,5.502176284790039
2,18,18,18,14,ة,3.950821876525879
2,19,19,19,15,ي,1.9066256284713745
2,20,20,20,16,ع,4.154127597808838
2,21,21,21,17,ظ,4.798722267150879
2,22,22,22,18,ك,2.949568033218384
2,23,23,23,19,م,5.3401594161987305
2,24,24,24,20,ب,3.135845899581909
2,25,25,25,20,ب,2.063267469406128
2,26,26,26,20,ب,3.7273213863372803
2,27,27,27,21,ه,4.084497928619385
2,28,28,28,22,و,2.9098188877105713
2,29,29,29,23,ا,3.6214611530303955
2,30,30,30,23,ا,1.7832276821136475
2,31,31,31,24,ت,1.3506604433059692
2,32,32,32,24,ت,1.6008507013320923
2,33,33,33,24,ت,1.3912948369979858
2,34,34,34,25,ق,3.337618350982666
2,35,35,35,26,و,2.5508668422698975
2,36,36,36,27,ا,1.556633472442627
2,37,37,37,27,ا,3.313990354537964
2,38,38,38,27,ا,1.7501646280288696
2,39,39,39,28,ا,2.8481762409210205
2,40,40,40,29,ل,2.4140071868896484
2,41,41,41,29,ل,4.974005699157715
2,42,42,42,30,ل,2.4065492153167725
2,43,43,43,30,ل,2.0938029289245605
2,44,44,44,30,ل,4.258523464202881
2,45,45,45,30,ل,3.406348943710327
2,46,46,46,31,ه,3.0584566593170166
2,47,47,47,32,و,1.3994348049163818
2,48,48,48,32,و,3.2842931747436523
2,49,49,49,33,ا,0.6450104713439941
2,50,50,50,34,ع,2.146304130554199
2,51,51,51,35,ل,4.794284820556641
2,52,52,52,36,م,1.0980170965194702
2,53,53,53,36,م,3.6115052700042725
2,54,54,54,37,و,4.255378723144531
2,55,55,55,38,ا,4.339228630065918
2,56,56,56,39,ا,0.7594522833824158
2,57,57,57,40,ن,0.10985896736383438
2,58,58,58,40,ن,3.771217107772827
2,59,59,59,41,ا,4.17305850982666
2,60,60,60,42,ل,1.3865389823913574
2,61,61,61,43,ل,2.0295333862304688
2,62,62,62,44,ه,1.332908272743225
