representation,metric,count,mean,median
local,normalized_nw_score,3,0.4862494292082609,0.4281199016268291
local,mean_path_cosine,3,0.5350339423812733,0.4618286414713156
local,mean_mask_iou,3,0.481856656176477,0.45166015625
local,path_cosine_margin,3,0.14399126283300984,0.06924843030874844
local,path_cosine_z,3,1.0462643639455356,0.47706630403427736
local,component_count,3,1.0,1.0
local,gap_steps,3,5.333333333333333,6.0
context,normalized_nw_score,3,0.3248486594548301,0.24409232063898964
context,mean_path_cosine,3,0.4000410873510915,0.32044460757502485
context,mean_mask_iou,3,0.4916067631286982,0.45166015625
context,path_cosine_margin,3,0.24488461403235573,0.16844438345703694
context,path_cosine_z,3,1.2954966596476687,0.917253736630687
context,component_count,3,1.0,1.0
context,gap_steps,3,8.0,8.0
fused,normalized_nw_score,3,0.28450620237481655,0.19931049952431332
fused,mean_path_cosine,3,0.4728128175267312,0.4560778576626696
fused,mean_mask_iou,3,0.4940679462401086,0.48754264132553604
fused,path_cosine_margin,3,0.437273494683577,0.4208293098702349
fused,path_cosine_z,3,1.7474644634709335,1.6752022437181469
fused,component_count,3,2.0,2.0
fused,gap_steps,3,16.666666666666668,16.0
fused_wrong_context,normalized_nw_score,3,0.152834554197927,0.14243511926560176
fused_wrong_context,mean_path_cosine,3,0.33607746510806735,0.2846459452452701
fused_wrong_context,mean_mask_iou,3,0.4398479784067392,0.4444671082437035
fused_wrong_context,path_cosine_margin,3,0.2905102754543529,0.23991810199046548
fused_wrong_context,path_cosine_z,3,1.277240283815679,1.0652346115437712
fused_wrong_context,component_count,3,1.6666666666666667,1.0
fused_wrong_context,gap_steps,3,14.666666666666666,14.0
