0.03517042,0.00000000,0.03130135,0.19095539,0.05784989,0.19391470,0.12906054,0.00000000,0.00000000,0.00000000,0.00000000,0.01441428,0.19336841,0.00000000,0.02008637,0.16489193,0.37444073,0.24830717,0.35772246,0.22388054,0.13433948,0.00000000,0.02344889,0.00000000,0.00000000,0.26937452,0.16698954,0.07538178,0.05907943,0.18413970,0.15136087,0.00000000,0.19576664,0.00000000,0.17865331,0.13721988,0.00000000,0.15210271,0.05713311,0.36613607,0.34351206,0.63433695,0.33433694,0.31753671,0.07039149,0.14621329,0.17651539,0.00000000,0.18345307,0.00000000,0.68026567,0.38026565,0.30903220,0.52005196,0.22005196,0.45771059,0.33182624,0.13643055,0.27486086,0.40156037,0.10156037,0.44069219,0.14069219,0.00000000,0.18064092,0.03618169,0.02977433,0.10971575,0.00000000,0.00000000,0.00000000,0.32116383,0.38829154,0.08829154,0.15765910,0.07031237,0.05192030,0.24390300,0.16732821,0.12555419,0.00269519,0.00000000,0.00000000,0.00000000,0.42699772,0.12699772,0.00000000,0.28910929,0.37142825,0.34994632,0.04994632,0.33139992,0.03511861,0.41605908,0.11605908,0.28638077,0.00000000,0.23220849,0.04695355,0.26509222,0.05001065,0.23925072,0.00000000,0.34081504,0.17647679,0.28424570,0.00000000,0.02353730,0.14068413,0.47348586,0.49653789,0.29415274,0.00000000,0.10416976,0.00000000,0.00000000,0.15588006,0.19963439,0.07298787,0.15449397,0.00507276,0.05289347,0.38111183,0.08111183,0.30696732,0.00696732,0.36762881,0.06762882,0.19505045,0.00000000
0.00000000,0.00000000,0.17841631,0.05064829,0.50064170,0.37918568,0.50791776,0.25689411,0.00534576,0.05014019,0.09534070,0.29130647,0.34117720,0.13460988,0.20516336,0.20858443,0.17384303,0.46508896,0.55173552,0.43923014,0.29943886,0.22356787,0.25912893,0.07162692,0.05792397,0.14734960,0.40847337,0.23679477,0.17040226,0.35327584,0.58286369,0.28286368,0.36299413,0.59103978,0.29103976,0.37910852,0.34426457,0.04426457,0.17364520,0.18320501,0.54321575,0.42415547,0.87597257,0.57597256,0.53467029,0.23467030,0.37030321,0.30523306,0.00523306,0.21945842,0.38026565,0.93244070,0.68634683,0.38634682,0.52954245,0.38280296,0.84770083,0.54770082,0.31940085,0.30928469,0.19690879,0.14069219,0.50549519,0.20549519,0.21396568,0.28310549,0.19119368,0.00000000,0.22271785,0.15046442,0.00000000,0.09636955,0.49125639,0.58224726,0.28224725,0.20541871,0.13085736,0.27047068,0.40361470,0.32127219,0.24391854,0.15831147,0.14137495,0.06193574,0.37639785,0.48408568,0.18408568,0.21751104,0.61085236,0.63430578,0.33430576,0.37847385,0.22598352,0.21981564,0.41815215,0.11815216,0.17667499,0.24218112,0.50371301,0.20793855,0.28658399,0.23650679,0.26424411,0.25450334,0.41647160,0.26614934,0.38424525,0.08424525,0.00000000,0.31441420,0.45971569,0.64614278,0.34614277,0.04614277,0.17565010,0.04604144,0.00000000,0.42570445,0.33738267,0.35354954,0.10255557,0.07145078,0.13540706,0.40003747,0.16939363,0.44292611,0.16390450,0.29018378,0.09277298,0.40766490
0.09269358,0.28326863,0.14056382,0.64311838,0.34311837,0.85525739,0.55525738,0.85141957,0.55141956,0.25141954,0.20564331,0.23252881,0.41753063,0.44835079,0.26257512,0.29146439,0.33791757,0.43467909,0.71392465,0.81747377,0.69852054,0.84796536,0.54796535,0.31251314,0.19898769,0.09583212,0.25352785,0.34999162,0.57994169,0.29565686,0.95933372,0.69176185,0.39176184,0.44694212,0.82187319,0.52187318,0.47327521,0.44703493,0.14703493,0.29306164,0.33189219,0.61539137,0.57597256,1.03350163,0.88165981,0.60370541,0.32093686,0.39651728,0.35897398,0.06437808,0.20599341,0.63244069,0.92104763,0.68632257,0.43560493,0.73767704,0.66672099,0.90217823,0.63398826,0.50029153,0.37981343,0.07981344,0.31853509,0.52339685,0.40134600,0.58809066,0.55523503,0.26447305,0.14484148,0.34800074,0.14132458,0.14372799,0.26435596,0.80242157,0.65844333,0.57695836,0.56307125,0.54813051,0.47558454,0.59581161,0.86678451,0.56678450,0.34224579,0.44259650,0.14259650,0.53677976,0.56622016,0.33881772,0.41384053,0.74665087,0.79113042,0.49113041,0.37925786,0.37912464,0.45634678,0.35512614,0.27988210,0.53938252,0.45626968,0.59227413,0.39236599,0.65289330,0.43969801,0.47101164,0.31766862,0.55494130,0.31186023,0.37928113,0.12932082,0.14043280,0.32941765,0.73339617,0.87772602,0.57772601,0.27772599,0.65343726,0.35343724,0.22588642,0.73380560,0.43380558,0.58979005,0.33638448,0.21983723,0.29937404,0.56232905,0.29157251,0.60297811,0.30297810,0.43668813,0.29274493
0.20236492,0.44755596,0.58088523,0.39665142,0.99785185,0.69785184,1.00619054,0.70619053,1.09588313,0.79588312,0.49588311,0.27751487,0.27161813,0.51589346,0.73405588,0.56716919,0.47436136,0.58202136,0.51236558,0.70331877,0.87154621,0.96367967,1.06282175,0.76282173,0.46282172,0.27916825,0.28496599,0.26763782,0.48688591,0.78196663,0.65933371,1.10966337,0.80966336,0.50966334,0.66968620,0.94624078,0.64624077,0.44463980,0.56319648,0.26319647,0.49438262,0.31539136,0.79064047,0.73350161,1.34557641,1.12808597,0.87494266,0.57494265,0.38988259,0.39325279,0.09325279,0.33244067,0.88360971,0.95904583,0.85380906,0.72587717,1.26774693,0.96774691,0.85511988,0.86262417,0.58003473,0.30353478,0.04609666,0.27510372,1.13796163,0.83796161,0.93689024,0.71995074,0.41995072,0.22795631,0.24638455,0.08055137,0.36231372,0.50242156,1.20751190,0.90751189,0.68751061,0.59989929,0.87636614,0.57636613,0.86814684,1.29516959,0.99516958,0.69516957,0.47926578,0.33404273,0.52062452,0.58666730,0.48940796,0.48974639,0.97729766,0.89763081,0.59763080,0.53069937,0.59563613,0.40753523,0.60593450,0.57479233,0.63958389,0.58334267,0.84954572,0.66706902,0.82477951,0.57407457,0.42483509,0.25494128,0.65081239,0.37775528,0.32457641,0.08946852,0.11671742,0.46517658,0.91128737,0.81212240,0.88393980,0.58393979,0.69299752,0.72249508,0.43380558,0.85808098,0.85526407,0.71937537,0.41937536,0.40996706,0.27344498,0.72627157,0.42627156,0.65729713,0.43287081,0.51982832
0.00000000,0.14755596,0.54402363,0.88783586,0.69785184,1.32245207,1.02245212,1.09324670,0.79588312,1.02039742,0.81771368,0.61017609,0.61128414,0.31128412,0.75796890,1.18618846,0.88618845,0.83801115,0.95727003,0.80302149,0.97526568,0.86824775,1.01044405,0.91022354,0.88000989,0.85673821,0.55673820,0.36876017,0.34268978,0.58166248,0.86448288,0.80966336,1.52436399,1.22436404,0.98820615,0.73053950,0.85191572,0.57186377,0.44022176,0.82567018,0.92201579,0.77237344,0.69996572,1.15488982,1.17213762,1.76937675,1.62009478,1.32009482,1.02009487,0.72009486,0.74775124,0.44775122,0.60516894,1.36694288,1.15519965,1.24624634,0.98118013,1.17689157,1.13720953,1.28342021,0.98342019,0.68342018,0.38342017,0.08342017,0.83796161,1.08524609,0.93275630,1.26416981,0.96416980,0.66416979,0.36416978,0.50293493,0.40110016,0.61329794,0.90751189,1.57362938,1.29836452,1.30853319,1.17642856,1.14040732,0.84040731,0.99516958,1.33180702,1.03180707,1.20640194,0.90640193,0.60640192,0.97944784,0.68299997,0.49904516,1.01441598,1.02144742,1.02099013,0.84718937,1.04176259,0.76774418,0.46774417,0.70609462,0.59928507,0.80172557,0.88717043,1.55597770,1.25597775,1.57480407,1.27480412,0.97480410,0.67480409,0.53227943,0.83586389,0.82125139,0.53658032,0.65169448,0.61128736,1.16466498,1.30114925,1.00114930,0.70114928,1.17478144,1.13686836,0.83686835,1.21495867,1.00675261,1.28745580,0.98745579,1.01531482,0.71531481,1.06097388,0.76097387,0.96037674,0.66037673
0.00000000,0.00000000,0.34217012,0.87127841,1.12141359,1.13613045,1.53115630,1.35195804,1.24414265,0.94414264,1.12011540,1.13157260,1.08058691,0.78058690,0.55272365,1.15096724,1.55520701,1.25520706,1.34161305,1.46409416,1.16409421,1.11618471,1.03874719,0.94534087,1.07883954,1.46629977,1.26089740,0.96089739,0.67633110,0.49582359,0.83693242,0.81473273,1.32031298,1.52708507,1.53625560,1.23625565,0.93625563,0.93066192,0.80119789,0.78306043,1.40463018,1.23100591,1.11953604,0.97430480,1.61987162,1.68601453,2.13080859,1.83080864,1.53080869,1.23080873,1.14471579,1.11964250,0.81964248,1.20291674,1.64567518,1.65886354,1.35886359,1.08927298,1.64526570,1.62190175,1.32190180,1.17835951,0.87835950,0.57835948,0.53796160,0.83501315,1.27270246,1.25371850,1.13038754,1.16737735,0.86737734,0.76375461,1.00555134,0.70555133,0.60751188,1.27362943,1.82167077,1.64247203,1.68072796,1.68668580,1.47715485,1.17715490,1.03180707,1.43297720,1.73636937,1.43636942,1.13636947,1.14124203,1.18604469,0.88604468,0.71441597,1.24198639,1.20702767,1.36656690,1.06656694,1.19448447,0.89448446,0.59448445,0.96570730,0.79873365,1.20068741,1.53913975,1.86265326,1.78875089,1.93927753,1.72918963,1.42918968,1.12918973,0.91861433,1.44839621,1.36036754,1.06036758,0.76036757,1.03388715,1.27114534,1.31357670,1.29299593,1.00058007,1.40534854,1.40924132,1.10924137,1.53221130,1.64360487,1.51376092,1.52511525,1.22511530,1.23409772,1.25805366,1.13263249,1.12009978
0.02461885,0.00654877,0.25466537,0.57127839,1.24253368,1.37632632,1.45734262,1.60735130,1.57777119,1.33188629,1.03188634,1.42135572,1.30359697,1.00554585,1.19008207,1.00981748,1.25520706,1.64338994,1.53186750,1.35669124,1.36745131,1.20540679,1.31455064,1.01455069,1.09874070,1.18884122,1.55573094,1.38998580,1.08998585,1.02772808,0.72772807,0.87901139,1.04617739,1.50027382,1.76059699,1.84589124,1.54589128,1.24589133,0.95537651,0.84019113,1.10463023,1.58760607,1.45283854,1.15283859,1.36801624,1.76952314,2.00259638,2.10718060,1.89498627,1.59498632,1.38277078,1.29786932,1.30790293,1.00790298,1.41185915,1.91443884,2.21063447,1.91063452,1.61063457,1.82210326,1.52210331,1.34496188,1.18672907,0.88672906,0.91978991,0.64199495,0.97270244,1.28274298,1.39519346,1.38459134,1.12660742,0.93815231,0.97503895,1.05043352,1.03483379,0.97362942,1.52167082,2.03125310,1.95710146,1.92759490,1.80456960,1.67363620,1.37363625,1.13297725,1.71173275,1.85346198,1.55346203,1.32816207,1.53535473,1.52680957,1.22680962,1.11046124,1.16308868,1.51592028,1.49262011,1.19262016,1.21236944,1.38226771,1.08226776,1.34167302,1.04167306,1.46645665,1.63428855,2.15238142,1.85238147,2.03253150,1.81399345,1.51399350,1.21399355,1.18106580,1.54698026,1.52543569,1.22543573,0.92543572,1.25366735,1.10004640,1.28481972,1.47969377,1.17969382,1.72356796,1.57583809,1.27583814,1.63210595,1.64018321,1.59857559,1.74706960,1.44706964,1.32103360,1.47416008,1.34558535
0.23901999,0.44150597,0.39951634,0.47691205,0.94253367,1.52116764,1.87341142,1.74997652,1.86531329,1.80820704,1.62914872,1.32914877,1.44099092,1.35503304,1.09231818,1.21388650,1.04308164,1.34338999,1.86593080,1.58338547,1.51788819,1.80331683,1.50331688,1.54776955,1.24776959,1.01305771,1.25573099,1.71366882,1.43534791,1.80599082,1.50599086,1.20599091,1.02852714,1.24985158,1.54928005,1.71296310,2.21213460,1.91213465,1.61213470,1.31213474,1.01213479,1.28760612,1.53643763,1.35985816,1.17145789,1.46952319,1.70259643,2.03800249,2.04436874,2.22687984,1.92687988,1.62687993,1.32687998,1.19127154,1.11185920,1.61443889,2.15746927,2.77841377,2.47841382,2.17841387,1.90961862,1.60961866,1.65281129,1.35281134,1.08475816,1.00484037,0.81882751,0.98274297,1.72047341,1.59401226,1.63673472,1.33673477,1.21785605,0.98122346,1.12387705,1.01706767,1.22167087,1.73125315,2.13520122,1.95965719,2.19201875,2.23381972,1.93381977,1.63381982,1.41173279,2.20864630,2.00640297,1.70640302,1.52989173,1.63586819,1.39632273,1.58096838,1.28096843,1.69902968,1.42302418,1.33588815,1.71407378,1.60887778,1.56689310,1.57802105,1.36557519,1.16645670,1.42487895,1.85238147,2.10311699,1.84097707,2.35440683,2.05440688,1.75440693,1.45440698,1.24698031,1.46265435,1.83270717,1.53270721,1.23270726,1.44508123,1.38975203,1.25179732,1.56831002,1.42356801,1.76048136,1.65184200,1.35184205,1.66536880,1.57547963,1.53987753,1.80050457,1.50050461,1.67260528,1.54642987
0.14375234,0.46219891,0.76562870,0.85644257,0.80930793,1.26954603,1.74162471,2.09966803,2.09799600,1.96240544,1.93612266,1.81670928,1.54922843,1.52434397,1.50337207,1.44510007,1.28461468,1.22517467,1.58677006,1.97837198,1.73892474,1.85127330,2.10146117,1.80146122,1.71004069,1.41004074,1.11004078,1.41366887,1.84055066,1.64211392,2.14346504,1.84346509,1.54346514,1.24346519,1.52505720,1.66688323,1.91213465,2.26780581,1.99836230,1.75277114,1.54956460,1.24956465,1.59781957,1.67916286,1.47638059,1.36429811,1.73900163,1.73800254,2.08225632,2.14141893,2.22244287,2.02529693,1.72529697,1.42529702,1.22401881,1.31443894,1.88879371,2.47841382,2.95162034,2.67160177,2.37160182,2.07160187,1.77160192,1.61326611,1.72964537,1.42964542,1.29692984,0.99692982,1.42047346,1.86367798,1.56886160,1.88815594,1.65007615,1.42700005,1.12700009,1.38366580,1.25381804,1.61421108,2.10065508,2.22596645,2.37984324,2.35954571,2.50017071,2.20017076,1.90017080,1.90864635,2.34020662,2.30497527,2.00497532,1.73167706,2.04447365,1.74447370,1.59738195,1.56485438,2.15951395,1.85951400,1.55951405,1.80432355,1.71371257,1.88189125,1.88192964,1.73719049,1.57784867,1.69706190,1.90676951,2.32150865,2.05440688,2.33674502,2.29852414,1.99852419,1.69852424,1.65966272,1.54656291,1.89998341,1.81261373,1.51261377,1.52329159,1.67591178,1.38984740,1.65987802,1.90384567,1.89216471,1.79975295,1.59433222,1.90363634,1.78512406,1.69661522,1.62659585,1.61102259,1.90170419
0.00000000,0.16219892,0.48882625,1.05343974,0.90543234,1.08780718,1.44162476,1.84263670,2.10298920,1.98241508,1.90609825,2.05280614,2.19942093,1.89942098,1.67483747,1.79556060,1.65804183,1.59000921,1.54000318,1.94528425,2.24871373,1.94871378,1.92793477,1.93054080,1.86760437,2.01391339,1.71391344,1.41391349,1.54055071,1.92391336,1.84346509,1.96198297,2.19968462,1.89968467,1.64975548,1.66397655,1.61213470,1.96780586,2.29134607,2.45785093,2.32940269,2.02940273,1.72940278,2.04446220,1.94036400,1.81994319,1.77082705,1.75974381,1.96235466,1.88345933,2.59587145,2.47047758,2.27323103,2.25792074,1.95792079,1.65792084,1.58879375,2.17841387,2.74027300,3.34579563,3.04579568,2.74579573,2.44579577,2.14579582,1.85153270,1.73536563,1.54990625,1.57411826,1.27411830,1.56367803,1.65316939,1.88310349,2.22443485,1.96366477,1.66366482,1.39855957,1.74411154,1.80457628,1.97827268,2.35995364,2.41474700,2.26962852,2.34490657,2.46717191,2.66121602,2.36121607,2.06121612,2.88863564,2.58863568,2.28863573,2.20858741,2.13547039,1.90157807,1.90839434,2.02095461,2.29162025,1.99162030,1.69162035,1.85424602,1.87674582,2.11470079,2.43747067,2.21088624,2.24624109,2.11119771,2.52875471,2.22875476,2.03674507,2.88267851,2.80602765,2.50602770,2.29924011,1.99924016,1.85969949,2.21195173,1.91195178,1.70199382,1.93398011,1.98088765,1.73328686,1.97083139,2.08892727,2.46057606,2.16057611,2.16444874,2.09908366,2.15596819,1.85596824,1.85405266,1.73768306
