trace_step,operation,window1,window2,cosine,match_score
0,gap_in_line2,0,,,
1,gap_in_line2,1,,,
2,match,2,0,-0.02523579,-0.12523580
3,match,3,1,0.11565258,0.01565257
4,gap_in_line2,4,,,
5,match,5,2,0.07340241,-0.02659759
6,match,6,3,0.06018348,-0.03981652
7,match,7,4,-0.05982883,-0.15982884
8,match,8,5,0.02582145,-0.07417855
9,match,9,6,0.09829612,-0.00170388
10,match,10,7,-0.01052306,-0.11052306
11,match,11,8,-0.00173242,-0.10173243
12,match,12,9,-0.11722051,-0.21722052
13,match,13,10,0.06556451,-0.03443550
14,match,14,11,0.33655894,0.23655894
15,match,15,12,0.03750431,-0.06249569
16,match,16,13,0.07474186,-0.02525815
17,gap_in_line1,,14,,
18,match,17,15,0.11190514,0.01190513
19,match,18,16,0.14901714,0.04901714
20,match,19,17,0.27903026,0.17903027
21,gap_in_line1,,18,,
22,match,20,19,0.12566997,0.02566997
23,match,21,20,-0.04113390,-0.14113390
24,match,22,21,0.11460715,0.01460715
25,match,23,22,-0.12315281,-0.22315282
26,match,24,23,0.04725515,-0.05274485
27,match,25,24,0.09774515,-0.00225485
28,match,26,25,0.02877746,-0.07122254
29,match,27,26,0.03184314,-0.06815687
30,match,28,27,0.22922055,0.12922055
31,match,29,28,0.10193284,0.00193284
32,match,30,29,0.34760678,0.24760678
33,match,31,30,0.10511340,0.00511340
34,match,32,31,0.01513870,-0.08486130
35,match,33,32,-0.07170404,-0.17170405
36,match,34,33,0.05257878,-0.04742122
37,match,35,34,-0.07305060,-0.17305060
38,match,36,35,-0.10188482,-0.20188482
39,match,37,36,0.11757778,0.01757777
40,match,38,37,0.10256659,0.00256659
41,gap_in_line2,39,,,
42,match,40,38,0.16505295,0.06505295
43,match,41,39,0.11613302,0.01613302
44,match,42,40,0.03899402,-0.06100598
45,match,43,41,0.22976500,0.12976500
46,match,44,42,-0.05403398,-0.15403397
47,gap_in_line1,,43,,
48,match,45,44,-0.11354304,-0.21354304
49,match,46,45,-0.05602850,-0.15602851
50,match,47,46,0.05787918,-0.04212082
51,match,48,47,0.02088547,-0.07911453
52,match,49,48,0.22943170,0.12943169
53,match,50,49,0.20891364,0.10891364
54,match,51,50,0.02407883,-0.07592116
55,match,52,51,0.13607241,0.03607241
56,gap_in_line1,,52,,
57,match,53,53,0.03957001,-0.06042999
58,match,54,54,0.06647468,-0.03352533
59,match,55,55,0.17333157,0.07333157
60,match,56,56,-0.02680216,-0.12680216
61,match,57,57,0.23412524,0.13412523
62,match,58,58,-0.04581908,-0.14581908
63,match,59,59,0.21874872,0.11874872
64,match,60,60,-0.08022193,-0.18022193
65,match,61,61,-0.03609706,-0.13609707
66,match,62,62,0.02232866,-0.07767133
