side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,8,0,ا,3.0217483043670654
1,1,1,9,1,ذ,6.105410099029541
1,2,2,10,2,ا,2.4026832580566406
1,3,3,11,3,س,2.6703097820281982
1,4,4,12,4,ل,2.4787299633026123
1,5,4,12,5,م,3.7728347778320312
1,6,4,12,6,ت,2.9936611652374268
1,7,4,12,7,م,3.778390407562256
1,8,4,12,8,م,3.781167984008789
1,9,4,12,9,ا,1.6570860147476196
1,10,4,12,10,ا,1.6598637104034424
1,11,4,12,11,ت,3.007550001144409
1,12,4,12,12,ي,3.7594144344329834
1,13,4,12,13,ت,3.013105630874634
1,14,4,12,14,م,3.797834873199463
1,15,4,12,15,ب,3.717942476272583
1,16,4,12,16,ا,1.676530361175537
1,17,4,12,17,ل,2.5109763145446777
1,18,5,13,18,م,5.013099670410156
1,19,6,14,19,ع,3.1632213592529297
1,20,7,15,20,ر,3.491098165512085
1,21,8,16,21,و,1.9413305521011353
1,22,9,17,22,ف,2.814697265625
1,23,10,18,22,ف,0.9767784476280212
1,24,11,19,23,و,1.8193727731704712
1,25,12,20,24,ا,1.9003864526748657
1,26,13,21,25,ت,0.9451075196266174
1,27,14,22,26,ق,1.4063084125518799
1,28,15,23,27,و,5.589219570159912
1,29,16,24,27,و,4.369198799133301
1,30,17,25,28,ا,2.50663423538208
1,31,18,26,29,ا,1.8710628747940063
1,32,19,27,30,ل,3.5409536361694336
1,33,20,28,31,ل,3.4992196559906006
1,34,21,29,32,ه,1.149931788444519
1,35,22,30,32,ه,2.7427737712860107
1,36,23,31,32,ه,2.125584840774536
1,37,24,32,33,و,4.72221040725708
1,38,25,33,34,ا,3.400318145751953
1,39,26,34,35,ع,0.7984118461608887
1,40,27,35,35,ع,3.3224291801452637
1,41,28,36,36,ل,0.8004686832427979
1,42,29,37,36,ل,3.8446836471557617
1,43,30,38,37,م,3.964129686355591
1,44,31,39,38,و,4.80943489074707
1,45,32,40,39,ا,2.8487801551818848
1,46,33,41,40,ا,1.5528807640075684
1,47,33,41,41,ن,4.403090000152588
1,48,33,41,42,ا,1.558436393737793
1,49,34,42,43,ل,3.4646220207214355
1,50,35,43,44,ل,2.6482834815979004
1,51,36,44,45,ه,2.8153960704803467
1,52,37,45,46,ب,3.289283037185669
1,53,38,46,47,م,4.757567405700684
1,54,39,47,48,ا,5.222562313079834
1,55,40,48,49,ت,4.738509654998779
1,56,41,49,50,ع,2.5747594833374023
1,57,42,50,50,ع,0.6395310163497925
1,58,43,51,51,م,6.724900245666504
1,59,44,52,52,ل,4.153997898101807
1,60,45,53,53,و,4.984254837036133
1,61,46,54,54,ن,5.7294440269470215
2,0,0,6,0,م,3.344921350479126
2,1,1,7,0,م,2.4904720783233643
2,2,2,8,0,م,1.99928617477417
2,3,3,9,1,ن,2.4147326946258545
2,4,4,10,2,ا,0.8187925815582275
2,5,5,11,3,ل,1.2355247735977173
2,6,6,12,4,ك,3.0703370571136475
2,7,7,13,5,ت,4.270141124725342
2,8,8,14,6,ا,5.266843318939209
2,9,9,15,7,ب,0.48965221643447876
2,10,10,16,8,و,3.377958059310913
2,11,11,17,9,ا,1.1513943672180176
2,12,12,18,10,ل,4.230268478393555
2,13,13,19,11,ح,4.379843711853027
2,14,14,20,12,ك,4.236468315124512
2,15,15,21,12,ك,3.721684217453003
2,16,16,22,12,ك,1.2791383266448975
2,17,17,23,13,م,5.6869635581970215
2,18,18,24,14,ة,3.4552178382873535
2,19,19,25,15,ي,4.113705158233643
2,20,20,26,16,ع,0.45020389556884766
2,21,21,27,17,ظ,4.0302348136901855
2,22,22,28,18,ك,2.193709373474121
2,23,23,29,18,ك,2.4402267932891846
2,24,24,30,19,م,3.801462411880493
2,25,25,31,20,ب,2.2444286346435547
2,26,26,32,21,ه,3.7165403366088867
2,27,27,33,22,و,4.164788722991943
2,28,28,34,23,ا,4.831096172332764
2,29,29,35,24,ت,3.4375803470611572
2,30,30,36,25,ق,1.6345700025558472
2,31,31,37,26,و,4.056922912597656
2,32,32,38,27,ا,2.208073854446411
2,33,33,39,28,ا,3.796870470046997
2,34,34,40,29,ل,0.607338011264801
2,35,35,41,30,ل,2.0913994312286377
2,36,36,42,31,ه,4.183896064758301
2,37,37,43,32,و,1.382993459701538
2,38,38,44,33,ا,2.819023370742798
2,39,39,45,34,ع,5.437656879425049
2,40,40,46,35,ل,4.187146186828613
2,41,41,47,36,م,5.950771808624268
2,42,42,48,37,و,2.0457305908203125
2,43,43,49,38,ا,1.4069006443023682
2,44,44,50,39,ا,2.261282205581665
2,45,45,51,40,ن,1.2601701021194458
2,46,46,52,41,ا,2.987943649291992
2,47,47,53,41,ا,1.3318616151809692
2,48,48,54,42,ل,0.7596592903137207
2,49,49,55,43,ل,5.566301345825195
2,50,50,56,44,ه,2.402553081512451
