-0.255084,-0.104102,0.121149,-0.027449,0.062603,-0.149764,-0.158695,-0.070398,0.163006,0.302562,0.374997,0.319866,0.091891,0.028996,0.425336,-0.070986,-0.153253,0.016922,0.153696,-0.015096,0.288712,0.150948,-0.089189,-0.038515,0.223832,0.155595,-0.156751,0.206206,0.406732,0.047877,0.394727,0.317056,-0.033333,0.105285,-0.166379,0.012981,-0.115059,0.122956,0.110934,-0.102736,-0.150598,0.017124,0.476451,0.308025,0.045515,0.178548,0.291410,0.270896,0.216755,0.109942,-0.012860,-0.073232,-0.087551,0.143407,0.283064,0.222793,0.009688,0.351912,0.058005,0.041412,0.191584,0.465380
0.593463,0.271544,0.288859,0.365767,0.216955,0.296280,0.356194,0.415658,0.096680,-0.078035,-0.147802,0.079110,0.141628,0.235186,-0.062387,0.332657,0.259727,0.102715,0.261111,0.174979,0.004455,0.070028,0.296994,0.597968,0.165545,0.433275,0.013370,-0.031210,0.093838,0.427283,0.008222,-0.247451,0.192483,0.053216,0.127542,0.029412,0.224940,0.157576,0.053688,0.360262,0.279262,0.161248,0.128764,0.191384,0.227305,0.143706,0.224457,0.346476,0.303611,0.261330,0.007887,0.272121,0.385327,0.186024,0.149121,0.254024,0.174690,-0.154512,0.051595,0.263903,0.250694,-0.218180
-0.024940,-0.060491,0.127699,-0.109235,0.048236,0.281738,-0.038329,0.101278,0.166588,0.236028,0.103418,0.123902,0.105759,0.092825,-0.039770,-0.008408,0.246235,0.236145,0.280567,0.124098,0.102644,0.160745,0.091128,0.112961,0.368991,0.109649,0.380678,0.476504,0.199457,0.279513,0.258304,0.382808,0.395439,0.296282,0.103559,0.101451,0.378118,0.246299,0.272636,0.174135,0.031300,-0.015382,0.169341,0.216140,0.332170,0.335899,0.321014,0.289723,0.221520,0.334312,0.395035,0.229326,0.118610,0.110257,0.189282,0.106411,0.125755,0.068752,0.113800,0.263515,0.157700,0.066606
0.127611,0.049390,0.149288,0.025383,0.122254,0.234542,0.062752,0.152295,0.380679,0.392187,0.010639,0.145410,0.334130,-0.080308,-0.167480,0.163537,0.213365,0.256809,0.271661,0.055025,-0.008268,0.335397,0.109746,0.270231,0.190774,0.214259,0.135273,0.272445,0.063140,0.126168,0.130316,0.148416,0.272289,0.307459,0.183354,0.302222,0.287333,0.096017,0.133939,0.238244,0.030851,0.149426,0.255173,0.208775,0.134761,0.161934,0.269595,0.213859,0.023863,0.103554,0.183505,0.175877,0.115074,0.094335,0.005928,0.094626,0.128712,-0.009600,0.263768,0.197472,0.139542,0.037940
0.508592,0.769326,0.216637,0.255293,0.247111,0.181509,0.172988,0.189667,0.124488,0.083260,0.022949,0.195049,0.150286,0.076825,0.027860,0.252375,0.185450,-0.028655,0.114152,0.011958,0.167905,0.047949,0.132393,0.428204,-0.061783,0.188222,0.101360,0.083927,0.118395,0.119540,0.069427,-0.010767,-0.005588,0.236657,0.132083,0.007537,0.033250,0.100853,0.254550,0.439268,0.728385,0.074707,0.167733,0.199396,0.122801,0.103962,0.156527,0.339947,0.167099,0.045375,0.027040,0.260610,0.252857,0.092110,0.161948,0.145635,-0.045464,0.125717,0.045308,0.010351,0.136441,0.045528
0.210180,0.267440,0.003967,0.205578,0.196431,0.029304,0.183886,0.223975,-0.077561,-0.098506,-0.073362,0.193629,-0.136724,0.158120,0.192383,0.225275,0.155522,-0.016500,0.099727,0.150539,0.220426,-0.159854,0.125981,0.345232,0.127086,0.242586,0.104592,0.032738,0.190824,0.256117,0.081704,-0.017054,-0.022260,-0.020524,0.215996,-0.250511,0.184239,0.116860,0.201730,0.251375,0.162626,0.168445,0.169130,0.153524,0.113226,0.104597,0.009740,0.129989,0.338259,0.167321,0.103096,0.148532,0.233100,0.272058,0.214540,0.415497,0.143361,0.072294,-0.102974,0.070445,0.377154,0.119004
0.123948,0.405691,0.370055,0.534672,0.493671,-0.010772,0.311738,0.241841,0.059158,0.072123,0.407645,0.329650,-0.050937,0.208199,0.551256,0.276582,0.082384,-0.198934,-0.045226,0.007455,0.636361,-0.142784,-0.003931,0.414965,0.269194,0.521182,0.076983,0.104171,0.257049,0.153558,0.568222,0.085883,-0.062403,0.089793,-0.016830,-0.150644,0.042094,0.117469,0.315642,0.166747,0.267753,0.192079,0.362190,0.155178,0.184490,0.234460,0.176940,0.292471,0.289825,0.069183,0.011162,0.194954,0.166847,0.287765,0.236004,0.265332,0.112282,0.560068,-0.203121,0.173562,0.344458,0.432772
0.017528,-0.025831,-0.039491,-0.096867,-0.033141,0.353920,0.015001,0.153387,0.119640,0.199140,-0.153178,0.279866,0.020312,0.167845,-0.181499,0.134717,0.484596,0.116222,0.094041,-0.029128,-0.111955,0.074341,-0.090977,0.027948,0.358233,0.062711,0.635653,0.568580,0.262077,0.153804,0.044860,0.358797,0.093503,0.310500,0.264871,0.032115,0.236768,0.088266,0.343731,0.125485,-0.024087,0.045838,0.002770,0.235223,0.205991,0.286764,0.175364,0.055402,0.165345,0.381418,0.420218,0.162297,0.324887,0.118823,0.254878,0.122805,-0.039766,-0.014469,0.136213,-0.083399,0.301317,-0.020175
-0.070943,0.025049,0.218577,0.132234,0.326488,-0.023402,0.029189,0.079888,0.265480,0.125696,0.373371,0.218768,0.160122,0.271662,0.391534,-0.030009,-0.088655,0.008213,0.039525,0.023612,0.215497,0.113221,0.066064,0.171128,0.444252,0.583975,0.035697,0.006296,0.057848,0.204134,0.294722,0.084284,0.063892,-0.058260,-0.094523,-0.005386,0.008249,0.082270,0.201545,-0.055319,-0.094446,0.113548,0.377996,0.211648,0.290155,0.172485,0.104988,0.224493,0.138167,0.108490,-0.059918,0.125176,0.122524,0.395202,0.189579,0.461352,0.275585,0.396166,0.047902,0.170741,0.354456,0.244860
0.495843,0.368731,0.121025,0.296144,0.087516,0.075490,0.373398,0.415470,0.280189,0.125063,-0.011546,0.188711,0.243247,0.031197,-0.112651,0.162120,0.068201,0.059392,0.229268,0.170745,0.024860,0.227565,0.333771,0.444448,0.033975,0.182445,0.057168,-0.067964,-0.071383,0.132345,-0.073063,-0.069199,0.158989,-0.006781,0.013990,0.182062,0.315311,-0.008859,-0.046027,0.448101,0.311828,0.304153,0.057617,0.065079,0.048776,-0.093336,0.119826,0.126028,0.082138,-0.060236,-0.012015,0.271749,0.123170,0.102897,-0.035188,0.124460,0.149014,-0.057530,0.260460,0.135754,0.107285,-0.031243
0.114316,0.224534,0.064609,0.226910,0.133474,0.066624,0.088135,0.164239,-0.032836,-0.029220,0.149047,0.230309,-0.074345,0.219749,0.481585,-0.012613,-0.033084,0.054318,0.263231,0.036040,0.382283,-0.026402,0.208048,0.288128,0.168964,0.271982,-0.068252,-0.052169,0.139316,0.185680,0.125905,0.085801,0.064748,-0.035233,0.071263,-0.143140,0.067852,0.101104,0.097756,0.230103,0.146236,0.160251,0.312260,0.245750,0.131683,0.111172,0.246490,0.334377,0.373958,0.135201,0.158416,0.132248,0.152073,0.353317,0.295110,0.439088,0.187939,0.192907,-0.040901,0.102987,0.369003,0.231729
-0.059142,0.150538,0.379471,0.259358,0.304165,-0.069199,0.188258,0.121148,0.123405,0.167502,0.395903,0.256638,0.057677,0.059376,0.370554,0.090781,0.183203,-0.078744,-0.097134,-0.075935,0.539171,-0.011045,-0.130130,0.143873,0.152010,0.209964,0.202719,0.281861,0.227879,-0.036446,0.456175,0.286474,0.033742,0.392776,-0.059277,0.019440,0.224013,0.273992,0.424217,0.003728,0.171013,0.058720,0.279221,0.027643,0.128762,0.267258,0.209144,0.140625,0.203523,0.015516,0.114163,0.153324,-0.029826,0.175643,0.084966,0.087098,-0.089454,0.429351,-0.152857,0.220553,0.167294,0.456532
-0.121754,-0.137998,-0.066458,0.064969,0.099846,-0.079981,0.127067,0.231797,0.217911,0.336068,0.063940,0.258616,0.057705,-0.121360,-0.056163,0.004489,0.011778,-0.042311,0.092326,-0.009770,0.135906,0.118555,-0.122894,-0.025786,0.272457,0.070713,0.158085,0.239247,0.304224,0.001677,0.137773,0.351664,-0.039583,0.132894,-0.117703,0.039869,0.185144,0.059657,0.144146,0.051614,-0.122752,0.213785,0.189501,0.171702,0.123444,0.082837,0.163245,0.093197,0.208193,0.128491,0.166197,0.055452,0.166600,0.108446,0.072319,0.062978,-0.076861,0.110716,0.005637,-0.109514,0.193275,0.141713
-0.082813,-0.199016,0.331407,-0.040691,-0.031532,0.102231,0.014989,0.092027,0.549977,0.339656,0.208046,0.162720,0.599268,0.098865,0.004018,-0.074445,-0.156943,0.401325,0.276973,0.432492,-0.067841,0.567295,0.286722,0.212147,0.162377,0.201695,-0.054692,0.119431,-0.024546,0.363883,0.159438,0.047468,0.513477,0.161332,-0.042783,0.471869,0.364880,0.258680,0.013129,0.139007,-0.100252,0.245232,0.290973,0.138064,0.064102,0.145874,0.205443,0.224429,0.109750,0.192292,0.010918,0.118523,-0.055119,0.147442,0.155542,0.196969,0.449390,-0.092504,0.437898,0.353423,0.081168,-0.020681
0.085710,-0.008942,0.225933,-0.032530,0.107523,0.226243,-0.098230,0.137010,0.272618,0.160003,-0.043432,0.155905,0.247828,0.117900,-0.046054,0.182030,0.145411,0.229142,0.358239,0.195480,-0.158109,0.305471,0.120756,0.319919,0.072615,0.230762,0.064095,0.318250,0.194166,0.324737,0.091789,0.010513,0.255011,0.436393,0.029020,0.145462,0.129065,0.266781,0.133514,0.160828,0.004937,0.158232,0.340376,0.508916,0.174314,0.429790,0.364203,0.434849,0.277092,0.425828,0.158353,0.210205,0.358502,0.219133,0.463035,0.342221,0.172494,-0.141760,0.226681,0.039098,0.294302,-0.036131
