side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,0,0,ا,3.4219069480895996
1,1,1,1,0,ا,3.766230821609497
1,2,2,2,1,ذ,2.789337396621704
1,3,3,3,2,ا,5.458302021026611
1,4,4,4,3,س,3.196317434310913
1,5,5,5,4,ل,3.470661163330078
1,6,6,6,5,م,4.549892902374268
1,7,7,7,6,ت,5.075989723205566
1,8,8,8,7,م,2.1306800842285156
1,9,9,9,8,م,5.658760070800781
1,10,10,10,9,ا,4.451752185821533
1,11,11,11,10,ا,3.7288291454315186
1,12,12,12,10,ا,3.5206198692321777
1,13,13,13,11,ت,1.1753171682357788
1,14,14,14,12,ي,2.2407479286193848
1,15,15,15,13,ت,5.957716941833496
1,16,16,16,14,م,3.318504810333252
1,17,17,17,15,ب,4.773702621459961
1,18,18,18,16,ا,4.099958419799805
1,19,19,19,17,ل,3.070369005203247
1,20,20,20,18,م,6.571402549743652
1,21,21,21,19,ع,2.553309917449951
1,22,22,22,20,ر,3.4400734901428223
1,23,23,23,21,و,2.9540162086486816
1,24,24,24,22,ف,3.6115634441375732
1,25,25,25,23,و,6.469878196716309
1,26,26,26,24,ا,3.253122568130493
1,27,27,27,25,ت,4.666948318481445
1,28,28,28,26,ق,2.3035945892333984
1,29,29,29,26,ق,4.396248817443848
1,30,30,30,27,و,2.919271230697632
1,31,31,31,28,ا,3.007910966873169
1,32,32,32,29,ا,3.044996738433838
1,33,33,33,30,ل,4.656016826629639
1,34,34,34,31,ل,3.7273170948028564
1,35,35,35,32,ه,4.088422775268555
1,36,36,36,33,و,5.139823913574219
1,37,37,37,34,ا,2.579357624053955
1,38,38,38,34,ا,3.548741102218628
1,39,39,39,35,ع,1.9494807720184326
1,40,40,40,36,ل,4.415347099304199
1,41,41,41,37,م,2.6831393241882324
1,42,42,42,38,و,4.308106422424316
1,43,43,43,39,ا,2.7860846519470215
1,44,44,44,40,ا,2.9167420864105225
1,45,45,45,41,ن,4.302407741546631
1,46,46,46,42,ا,7.068362236022949
1,47,47,47,43,ل,2.547917127609253
1,48,48,48,44,ل,5.480461120605469
1,49,49,49,45,ه,1.8685134649276733
1,50,50,50,46,ب,0.6350562572479248
1,51,51,51,46,ب,3.2377185821533203
1,52,52,52,47,م,2.0310442447662354
1,53,53,53,48,ا,4.146131992340088
1,54,54,54,49,ت,2.8516387939453125
1,55,55,55,50,ع,2.136322498321533
1,56,56,56,50,ع,2.9068291187286377
1,57,57,57,50,ع,3.499875068664551
1,58,58,58,51,م,2.8820724487304688
1,59,59,59,52,ل,1.9903650283813477
1,60,60,60,53,و,3.426290512084961
1,61,61,61,54,ن,4.975554943084717
1,62,62,62,54,ن,4.202990531921387
2,0,0,0,0,م,1.4889382123947144
2,1,1,1,0,م,4.924066543579102
2,2,2,2,1,ن,4.625167369842529
2,3,3,3,1,ن,2.7385714054107666
2,4,4,4,1,ن,1.2106841802597046
2,5,5,5,1,ن,2.718954563140869
2,6,6,6,2,ا,3.7687628269195557
2,7,7,7,3,ل,4.6066789627075195
2,8,8,8,3,ل,2.0948734283447266
2,9,9,9,4,ك,3.53412127494812
2,10,10,10,5,ت,3.7698071002960205
2,11,11,11,6,ا,3.8392176628112793
2,12,12,12,7,ب,4.904864311218262
2,13,13,13,8,و,2.2525548934936523
2,14,14,14,9,ا,3.6423184871673584
2,15,15,15,10,ل,1.7558305263519287
2,16,16,16,10,ل,1.9088406562805176
2,17,17,17,11,ح,3.9687116146087646
2,18,18,18,12,ك,2.6812551021575928
2,19,19,19,13,م,1.7449827194213867
2,20,20,20,14,ة,2.5572235584259033
2,21,21,21,15,ي,3.1665968894958496
2,22,22,22,16,ع,4.391173362731934
2,23,23,23,16,ع,3.984827995300293
2,24,24,24,17,ظ,4.604744911193848
2,25,25,25,18,ك,2.6951141357421875
2,26,26,26,18,ك,3.436204433441162
2,27,27,27,19,م,3.8935537338256836
2,28,28,28,19,م,1.7171533107757568
2,29,29,29,19,م,3.036552906036377
2,30,30,30,20,ب,1.5112167596817017
2,31,31,31,20,ب,2.3877971172332764
2,32,32,32,20,ب,3.4956982135772705
2,33,33,33,20,ب,1.8069374561309814
2,34,34,34,21,ه,3.4830386638641357
2,35,35,35,22,و,3.6565752029418945
2,36,36,36,22,و,3.101773738861084
2,37,37,37,23,ا,3.7844505310058594
2,38,38,38,24,ت,3.230380058288574
2,39,39,39,25,ق,3.4140052795410156
2,40,40,40,26,و,3.06432843208313
2,41,41,41,27,ا,1.798446536064148
2,42,42,42,28,ا,3.0389404296875
2,43,43,43,29,ل,2.6611952781677246
2,44,44,44,30,ل,2.086912155151367
2,45,45,45,31,ه,4.489508628845215
2,46,46,46,32,و,3.79193115234375
2,47,47,47,32,و,1.5754586458206177
2,48,48,48,32,و,3.433882713317871
2,49,49,49,33,ا,2.9921159744262695
2,50,50,50,34,ع,2.8317503929138184
2,51,51,51,35,ل,3.9689435958862305
2,52,52,52,36,م,1.4699509143829346
2,53,53,53,36,م,4.522092342376709
2,54,54,54,37,و,4.963980197906494
2,55,55,55,38,ا,2.985018730163574
2,56,56,56,39,ا,2.0233757495880127
2,57,57,57,40,ن,1.262165904045105
2,58,58,58,40,ن,5.1051764488220215
2,59,59,59,41,ا,4.429392337799072
2,60,60,60,42,ل,2.091886043548584
2,61,61,61,43,ل,3.120487689971924
2,62,62,62,44,ه,0.7232377529144287
