side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,0,0,ا,7.284520149230957
1,1,1,1,1,ذ,5.199357032775879
1,2,2,2,2,ا,0.8943268656730652
1,3,3,3,3,س,4.486433982849121
1,4,4,4,3,س,3.6590914726257324
1,5,5,5,4,ل,3.8344154357910156
1,6,6,6,4,ل,5.655310153961182
1,7,7,7,5,م,6.63470983505249
1,8,8,8,6,ت,3.1301064491271973
1,9,9,9,7,م,6.346524238586426
1,10,10,10,8,م,3.870009183883667
1,11,11,11,9,ا,4.565639972686768
1,12,12,12,10,ا,4.809232234954834
1,13,13,13,11,ت,0.766318142414093
1,14,14,14,11,ت,1.658392071723938
1,15,15,15,11,ت,0.7620100975036621
1,16,16,16,11,ت,0.9339539408683777
1,17,17,17,12,ي,4.085080623626709
1,18,18,18,13,ت,6.369414329528809
1,19,19,19,14,م,5.632333278656006
1,20,20,20,15,ب,3.4191641807556152
1,21,21,21,16,ا,3.486367702484131
1,22,22,22,17,ل,0.049997728317976
1,23,23,23,18,م,4.263757228851318
1,24,24,24,19,ع,6.396498203277588
1,25,25,25,20,ر,6.113829135894775
1,26,26,26,21,و,3.9155218601226807
1,27,27,27,22,ف,4.598636150360107
1,28,28,28,23,و,4.422964572906494
1,29,29,29,24,ا,2.0006332397460938
1,30,30,30,25,ت,2.950605869293213
1,31,31,31,26,ق,5.5169525146484375
1,32,32,32,27,و,4.644256114959717
1,33,33,33,28,ا,0.7302484512329102
1,34,34,34,29,ا,3.3778746128082275
1,35,35,35,30,ل,2.87337064743042
1,36,36,36,31,ل,5.618831634521484
1,37,37,37,31,ل,5.220518112182617
1,38,38,38,32,ه,2.7886998653411865
1,39,39,39,33,و,6.617657661437988
1,40,40,40,34,ا,2.586982250213623
1,41,41,41,34,ا,2.220576763153076
1,42,42,42,35,ع,2.557483673095703
1,43,43,43,36,ل,5.0524582862854
1,44,44,44,37,م,2.9901325702667236
1,45,45,45,38,و,4.184653282165527
1,46,46,46,39,ا,6.320090293884277
1,47,47,47,40,ا,5.283559322357178
1,48,48,48,41,ن,7.300633907318115
1,49,49,49,42,ا,3.5222103595733643
1,50,50,50,43,ل,4.931051254272461
1,51,51,51,44,ل,1.8320682048797607
1,52,52,52,45,ه,5.5015997886657715
1,53,53,53,46,ب,2.980611562728882
1,54,54,54,46,ب,2.960423469543457
1,55,55,55,47,م,6.689248085021973
1,56,56,56,48,ا,6.076352596282959
1,57,57,57,49,ت,2.723453998565674
1,58,58,58,50,ع,4.020822048187256
1,59,59,59,51,م,4.574961185455322
1,60,60,60,52,ل,1.2172645330429077
1,61,61,61,53,و,6.39989709854126
1,62,62,62,54,ن,5.324262619018555
2,0,0,0,0,م,1.1270238161087036
2,1,1,1,1,ن,3.7200114727020264
2,2,2,2,1,ن,3.3218142986297607
2,3,3,3,2,ا,4.5630388259887695
2,4,4,4,3,ل,2.122365951538086
2,5,5,5,3,ل,0.9154400825500488
2,6,6,6,4,ك,4.509297847747803
2,7,7,7,5,ت,5.638843059539795
2,8,8,8,6,ا,5.294969081878662
2,9,9,9,7,ب,1.992187738418579
2,10,10,10,7,ب,2.680638074874878
2,11,11,11,8,و,5.91418981552124
2,12,12,12,9,ا,6.269387722015381
2,13,13,13,10,ل,1.61440908908844
2,14,14,14,10,ل,0.6096959114074707
2,15,15,15,10,ل,4.820592403411865
2,16,16,16,11,ح,4.16820764541626
2,17,17,17,12,ك,1.1255463361740112
2,18,18,18,12,ك,3.24906849861145
2,19,19,19,12,ك,1.3107703924179077
2,20,20,20,12,ك,3.7794971466064453
2,21,21,21,13,م,5.271914482116699
2,22,22,22,14,ة,5.828559398651123
2,23,23,23,15,ي,3.5028693675994873
2,24,24,24,16,ع,4.894728660583496
2,25,25,25,17,ظ,5.442532062530518
2,26,26,26,18,ك,0.8836749196052551
2,27,27,27,18,ك,5.236997127532959
2,28,28,28,18,ك,3.184535503387451
2,29,29,29,19,م,2.7214839458465576
2,30,30,30,20,ب,1.550602674484253
2,31,31,31,20,ب,2.501166582107544
2,32,32,32,20,ب,5.883042812347412
2,33,33,33,20,ب,3.1109330654144287
2,34,34,34,21,ه,2.965744972229004
2,35,35,35,22,و,4.381442546844482
2,36,36,36,23,ا,3.664708137512207
2,37,37,37,23,ا,4.006734848022461
2,38,38,38,24,ت,0.9834784269332886
2,39,39,39,25,ق,3.7736430168151855
2,40,40,40,26,و,4.690688610076904
2,41,41,41,27,ا,1.1813647747039795
2,42,42,42,28,ا,4.164970874786377
2,43,43,43,29,ل,0.7887093424797058
2,44,44,44,30,ل,4.578770160675049
2,45,45,45,30,ل,2.218881130218506
2,46,46,46,31,ه,3.923297882080078
2,47,47,47,32,و,3.4897301197052
2,48,48,48,33,ا,0.6961219906806946
2,49,49,49,34,ع,1.8720186948776245
2,50,50,50,35,ل,1.6068015098571777
2,51,51,51,36,م,5.172154426574707
2,52,52,52,37,و,3.0831708908081055
2,53,53,53,38,ا,0.5051406621932983
2,54,54,54,38,ا,5.874701976776123
2,55,55,55,39,ا,4.035624980926514
2,56,56,56,40,ن,1.90292489528656
2,57,57,57,40,ن,1.2106584310531616
2,58,58,58,40,ن,5.022308826446533
2,59,59,59,41,ا,4.10418176651001
2,60,60,60,42,ل,2.6499321460723877
2,61,61,61,43,ل,4.000229835510254
2,62,62,62,44,ه,2.450617790222168
