side,step,valid_window_index,physical_window_index,letter_index,letter,cost
1,0,0,0,0,ا,5.341835021972656
1,1,1,1,1,ذ,5.7325825691223145
1,2,2,2,2,ا,5.839723110198975
1,3,3,3,3,س,3.062199115753174
1,4,4,4,4,ل,4.973702430725098
1,5,5,5,5,م,6.832579135894775
1,6,6,6,6,ت,3.7792186737060547
1,7,7,7,7,م,5.846275329589844
1,8,8,8,8,م,3.3757283687591553
1,9,9,9,9,ا,3.1992311477661133
1,10,10,10,10,ا,3.9141347408294678
1,11,11,11,11,ت,5.490317344665527
1,12,12,12,12,ي,2.031748056411743
1,13,13,13,13,ت,1.7326924800872803
1,14,14,14,14,م,4.029741287231445
1,15,15,15,15,ب,4.267390727996826
1,16,16,16,16,ا,2.212613821029663
1,17,17,17,17,ل,5.64893102645874
1,18,18,18,18,م,4.5974626541137695
1,19,19,19,19,ع,4.805442810058594
1,20,20,20,20,ر,5.69728946685791
1,21,21,21,21,و,2.095465660095215
1,22,22,22,22,ف,4.226502895355225
1,23,23,23,23,و,3.9252336025238037
1,24,24,24,24,ا,0.6017757654190063
1,25,25,25,25,ت,4.551444053649902
1,26,26,26,26,ق,4.338146686553955
1,27,27,27,27,و,3.9242866039276123
1,28,28,28,28,ا,5.049546241760254
1,29,29,29,29,ا,4.101753234863281
1,30,30,30,30,ل,4.584546089172363
1,31,31,31,31,ل,5.208420753479004
1,32,32,32,32,ه,2.613809585571289
1,33,33,33,32,ه,4.3511810302734375
1,34,34,34,33,و,3.3263444900512695
1,35,35,35,34,ا,4.2875590324401855
1,36,36,36,35,ع,3.6578726768493652
1,37,37,37,36,ل,3.042811155319214
1,38,38,38,37,م,2.2197492122650146
1,39,39,39,38,و,4.539190769195557
1,40,40,40,39,ا,1.447434663772583
1,41,41,41,39,ا,4.786914825439453
1,42,42,42,39,ا,5.108938217163086
1,43,43,43,40,ا,4.764363765716553
1,44,44,44,41,ن,3.6315717697143555
1,45,45,45,42,ا,3.7707247734069824
1,46,46,46,43,ل,3.549760103225708
1,47,47,47,44,ل,2.5103812217712402
1,48,48,48,45,ه,3.3366141319274902
1,49,49,49,45,ه,2.5803675651550293
1,50,50,50,46,ب,1.6663427352905273
1,51,51,51,46,ب,2.487405300140381
1,52,52,52,47,م,3.1409060955047607
1,53,53,53,47,م,3.5662403106689453
1,54,54,54,48,ا,3.1097207069396973
1,55,55,55,49,ت,3.2662456035614014
1,56,56,56,50,ع,3.4389824867248535
1,57,57,57,51,م,3.538578510284424
1,58,58,58,52,ل,4.348743438720703
1,59,59,59,52,ل,2.044280767440796
1,60,60,60,53,و,3.581601619720459
1,61,61,61,54,ن,3.0191287994384766
1,62,62,62,54,ن,4.399084568023682
2,0,0,0,0,م,1.2937487363815308
2,1,1,1,1,ن,6.315517425537109
2,2,2,2,2,ا,4.103610515594482
2,3,3,3,3,ل,3.0944595336914062
2,4,4,4,3,ل,3.0832982063293457
2,5,5,5,4,ك,3.505939483642578
2,6,6,6,5,ت,2.3821568489074707
2,7,7,7,5,ت,3.9563701152801514
2,8,8,8,6,ا,3.027505397796631
2,9,9,9,7,ب,2.743905544281006
2,10,10,10,7,ب,3.624272346496582
2,11,11,11,7,ب,3.405932903289795
2,12,12,12,8,و,3.8641786575317383
2,13,13,13,8,و,1.9418431520462036
2,14,14,14,9,ا,3.834947109222412
2,15,15,15,10,ل,2.1344375610351562
2,16,16,16,10,ل,1.1779148578643799
2,17,17,17,11,ح,4.675644397735596
2,18,18,18,12,ك,1.8591054677963257
2,19,19,19,13,م,2.002732992172241
2,20,20,20,13,م,2.8092689514160156
2,21,21,21,13,م,3.7465145587921143
2,22,22,22,13,م,4.239471912384033
2,23,23,23,14,ة,2.975903034210205
2,24,24,24,15,ي,0.7512369155883789
2,25,25,25,16,ع,3.620582103729248
2,26,26,26,16,ع,4.3607330322265625
2,27,27,27,17,ظ,4.01015043258667
2,28,28,28,18,ك,2.09391188621521
2,29,29,29,19,م,3.835538148880005
2,30,30,30,20,ب,1.6830506324768066
2,31,31,31,20,ب,3.032681703567505
2,32,32,32,20,ب,3.427964210510254
2,33,33,33,21,ه,4.00007963180542
2,34,34,34,22,و,3.136094331741333
2,35,35,35,22,و,1.8343735933303833
2,36,36,36,23,ا,3.67641544342041
2,37,37,37,24,ت,2.840111255645752
2,38,38,38,25,ق,2.2906992435455322
2,39,39,39,25,ق,1.9984971284866333
2,40,40,40,26,و,2.330927610397339
2,41,41,41,27,ا,1.4297362565994263
2,42,42,42,28,ا,2.268507242202759
2,43,43,43,29,ل,2.346830368041992
2,44,44,44,30,ل,3.0702996253967285
2,45,45,45,31,ه,2.7254419326782227
2,46,46,46,31,ه,3.7666659355163574
2,47,47,47,32,و,2.7190511226654053
2,48,48,48,33,ا,4.6387763023376465
2,49,49,49,34,ع,3.796144962310791
2,50,50,50,35,ل,2.365039587020874
2,51,51,51,36,م,3.417436361312866
2,52,52,52,36,م,1.8271404504776
2,53,53,53,37,و,3.597660779953003
2,54,54,54,37,و,3.819342851638794
2,55,55,55,38,ا,2.169901132583618
2,56,56,56,39,ا,1.6894009113311768
2,57,57,57,40,ن,0.5638933181762695
2,58,58,58,40,ن,3.76800537109375
2,59,59,59,41,ا,3.2898619174957275
2,60,60,60,42,ل,1.9695788621902466
2,61,61,61,43,ل,3.917006254196167
2,62,62,62,44,ه,1.1316440105438232
