representation,metric,count,mean,median
local,normalized_nw_score,10,0.44479454282730335,0.42035379863920663
local,mean_path_cosine,10,0.498550644819722,0.470666423879177
local,mean_mask_iou,10,0.3939979289303123,0.33396118583184287
local,path_cosine_margin,10,0.12212115258453822,0.08593488239031066
local,path_cosine_z,10,0.838615655242888,0.6045442912886066
local,component_count,10,1.1,1.0
local,gap_steps,10,6.0,5.0
context,normalized_nw_score,10,0.29281098350646,0.24902321800353033
context,mean_path_cosine,10,0.3979134610321694,0.3949494256064869
context,mean_mask_iou,10,0.4035592586953179,0.3641889490367576
context,path_cosine_margin,10,0.23893377393748097,0.24241369667270707
context,path_cosine_z,10,1.210819628050292,1.197133254316228
context,component_count,10,1.2,1.0
context,gap_steps,10,10.6,9.0
fused,normalized_nw_score,10,0.25138939297388474,0.21451340781317818
fused,mean_path_cosine,10,0.5047054157739362,0.49965047627523707
fused,mean_mask_iou,10,0.43394691890445963,0.39291486160872274
fused,path_cosine_margin,10,0.4687784788345775,0.4750910678489523
fused,path_cosine_z,10,1.8549866130792119,1.9004312505738399
fused,component_count,10,2.2,2.0
fused,gap_steps,10,19.6,21.0
fused_wrong_context,normalized_nw_score,10,0.16622132043989876,0.16282795345972456
fused_wrong_context,mean_path_cosine,10,0.35613754267518277,0.34700617838129605
fused_wrong_context,mean_mask_iou,10,0.3807573380125755,0.34295803163109756
fused_wrong_context,path_cosine_margin,10,0.3078638096031999,0.2928618480585536
fused_wrong_context,path_cosine_z,10,1.3244266206926834,1.240846632758887
fused_wrong_context,component_count,10,2.0,1.5
fused_wrong_context,gap_steps,10,15.4,14.0
