window,physical_x0,physical_x1,ink_ratio,used_by_training_dtw,primitive_raw_norm,semantic_norm,primitive_semantic_cosine,restoration_mae,restoration_edge_mae,top1_letter,top1_cosine,top2_letter,top2_cosine,top1_margin,dtw_letter_indices,dtw_letters,dtw_path_cosine_mean,previous_primitive_cosine,next_primitive_cosine,previous_semantic_cosine,next_semantic_cosine
0,992,1024,0.055908203125,True,11.381791114807129,11.319643020629883,0.7309178113937378,0.4856429696083069,0.0909813642501831,م,0.44116640090942383,ل,0.3639104962348938,0.07725590467453003,0,ا,-0.584069013595581,,-0.6275845170021057,,-0.5700780153274536
1,976,1008,0.063232421875,True,11.418905258178711,11.386137962341309,0.535502552986145,0.469779908657074,0.08443349599838257,ا,0.9834222197532654,ح,0.19131611287593842,0.7921060919761658,0,ا,0.9834222197532654,-0.6275845170021057,0.07618951797485352,-0.5700780153274536,0.883095383644104
2,960,992,0.065185546875,True,11.394318580627441,11.386353492736816,0.5976871252059937,0.4683094620704651,0.07580175995826721,ا,0.8991597890853882,ز,0.17717449367046356,0.7219852805137634,0,ا,0.8991597890853882,0.07618951797485352,0.6560052633285522,0.883095383644104,0.8205923438072205
3,944,976,0.07861328125,True,11.361482620239258,11.365336418151855,0.6507568359375,0.5086798667907715,0.0909997969865799,ا,0.7957078814506531,ز,0.19915816187858582,0.5965497493743896,0,ا,0.7957078814506531,0.6560052633285522,0.8674845099449158,0.8205923438072205,0.9228710532188416
4,928,960,0.0673828125,True,11.390214920043945,11.383696556091309,0.6013710498809814,0.4901401698589325,0.08439011871814728,ا,0.9490829110145569,ز,0.16220057010650635,0.7868823409080505,0,ا,0.9490829110145569,0.8674845099449158,-0.2868494391441345,0.9228710532188416,-0.4584605395793915
5,912,944,0.053955078125,True,11.363658905029297,11.308005332946777,0.8253456354141235,0.506663978099823,0.0965951457619667,ل,0.4914024770259857,ش,0.15424060821533203,0.3371618688106537,1,ل,0.4914024770259857,-0.2868494391441345,0.6171720623970032,-0.4584605395793915,0.518440306186676
6,896,928,0.053466796875,True,11.322752952575684,11.270304679870605,0.9666471481323242,0.5378758907318115,0.12308090925216675,ى,0.21598099172115326,ق,0.1254265457391739,0.09055444598197937,2,ح,-0.09702017158269882,0.6171720623970032,0.7842133641242981,0.518440306186676,0.7377687692642212
7,880,912,0.068115234375,True,11.328057289123535,11.28605842590332,0.9635807275772095,0.5324102640151978,0.1171303242444992,ق,0.17652276158332825,ى,0.1593133509159088,0.017209410667419434,3,ض,0.13652156293392181,0.7842133641242981,0.6854791641235352,0.7377687692642212,0.10273642092943192
8,864,896,0.04638671875,True,11.345074653625488,11.347413063049316,0.6500924229621887,0.5282421112060547,0.10083451867103577,ا,0.6592615246772766,ز,0.20011819899082184,0.45914334058761597,4,ا,0.6592615246772766,0.6854791641235352,0.03301409259438515,0.10273642092943192,-0.32347673177719116
9,848,880,0.03564453125,True,11.365500450134277,11.306502342224121,0.7891327738761902,0.5012107491493225,0.08937568217515945,ل,0.25599226355552673,ق,0.23228058218955994,0.023711681365966797,5,ر,-0.11158265173435211,0.03301409259438515,0.7003660798072815,-0.32347673177719116,0.3820614218711853
10,832,864,0.064453125,True,11.341343879699707,11.285888671875,0.8933699131011963,0.517524778842926,0.10612498223781586,م,0.2762890160083771,ع,0.25249722599983215,0.023791790008544922,6,ة,0.06076778098940849,0.7003660798072815,0.7932572960853577,0.3820614218711853,0.7184595465660095
11,816,848,0.04833984375,True,11.323015213012695,11.275896072387695,0.9643063545227051,0.5410952568054199,0.11390295624732971,ى,0.17923316359519958,ش,0.12083972245454788,0.0583934411406517,7,ت,-0.12465142458677292,0.7932572960853577,0.7337188124656677,0.7184595465660095,0.7302001118659973
12,800,832,0.062744140625,True,11.354437828063965,11.30087661743164,0.8530176877975464,0.5133904218673706,0.09553120285272598,ل,0.2090206891298294,ش,0.1994045078754425,0.009616181254386902,8,ب,-0.32239624857902527,0.7337188124656677,0.7132135629653931,0.7302001118659973,0.29079368710517883
13,784,816,0.074462890625,True,11.34352970123291,11.284187316894531,0.842108428478241,0.5163161754608154,0.10092655569314957,ع,0.2222115695476532,ى,0.19961132109165192,0.022600248456001282,9,ن,-0.1074243113398552,0.7132135629653931,0.5951811671257019,0.29079368710517883,0.13114690780639648
14,768,800,0.0498046875,True,11.345962524414062,11.301324844360352,0.9311444759368896,0.5191290974617004,0.09741662442684174,ل,0.38198426365852356,ق,0.20565855503082275,0.1763257086277008,10,ى,0.0912979245185852,0.5951811671257019,0.9036085605621338,0.13114690780639648,0.8784744143486023
15,752,784,0.046875,True,11.362310409545898,11.308703422546387,0.8526814579963684,0.5053000450134277,0.08610764145851135,ل,0.48999297618865967,ش,0.14564573764801025,0.3443472385406494,11,ف,-0.029819170013070107,0.9036085605621338,0.8256070017814636,0.8784744143486023,0.41988080739974976
16,736,768,0.063232421875,True,11.344368934631348,11.286569595336914,0.8309107422828674,0.5255133509635925,0.10566539317369461,ى,0.21779701113700867,ع,0.2047538459300995,0.01304316520690918,12,ي,-0.29244154691696167,0.8256070017814636,0.8046403527259827,0.41988080739974976,0.24324223399162292
17,720,752,0.066162109375,True,11.38668441772461,11.322760581970215,0.7144429087638855,0.4783906936645508,0.09065912663936615,ل,0.5580511093139648,م,0.4005820155143738,0.15746909379959106,13,ب,-0.09248469024896622,0.8046403527259827,-0.6442885994911194,0.24324223399162292,-0.5214775800704956
18,704,736,0.0625,True,11.417386054992676,11.384427070617676,0.5015102624893188,0.46729370951652527,0.08269575983285904,ا,0.9800852537155151,ح,0.193348690867424,0.7867365479469299,14,ا,0.9800852537155151,-0.6442885994911194,0.09259917587041855,-0.5214775800704956,0.9122403860092163
19,688,720,0.06494140625,True,11.396740913391113,11.387971878051758,0.5786135196685791,0.4686872363090515,0.07683214545249939,ا,0.9356560111045837,ز,0.17434240877628326,0.7613136172294617,14,ا,0.9356560111045837,0.09259917587041855,0.7741550803184509,0.9122403860092163,0.9321436882019043
20,672,704,0.06201171875,True,11.388200759887695,11.384173393249512,0.5927764177322388,0.4888942241668701,0.08239975571632385,ا,0.95282381772995,ز,0.16294220089912415,0.7898815870285034,14,ا,0.95282381772995,0.7741550803184509,0.33120444416999817,0.9321436882019043,-0.26789236068725586
21,656,688,0.056396484375,True,11.322940826416016,11.274824142456055,0.967337965965271,0.5389382839202881,0.114503413438797,ى,0.17203427851200104,ش,0.13548295199871063,0.036551326513290405,15,ل,-0.32515886425971985,0.33120444416999817,0.7204334139823914,-0.26789236068725586,0.6234667897224426
22,640,672,0.076171875,True,11.33699893951416,11.301615715026855,0.9399523735046387,0.5222792625427246,0.1070064902305603,ل,0.3229575753211975,ض,0.24973508715629578,0.07322248816490173,15,ل,0.3229575753211975,0.7204334139823914,0.4468734860420227,0.6234667897224426,0.22388765215873718
23,624,656,0.091796875,True,11.352198600769043,11.290507316589355,0.8130202293395996,0.5140564441680908,0.10500617325305939,م,0.384066104888916,ر,0.2364666908979416,0.14759941399097443,16,ح,-0.07810641825199127,0.4468734860420227,0.6699962615966797,0.22388765215873718,0.47198569774627686
24,608,640,0.044677734375,True,11.331957817077637,11.278712272644043,0.9509348273277283,0.5323154330253601,0.10919719934463501,ى,0.23448731005191803,ق,0.16047737002372742,0.07400994002819061,17,د,-0.11995308846235275,0.6699962615966797,0.4757080078125,0.47198569774627686,0.4804041087627411
25,592,624,0.02392578125,True,11.339577674865723,11.275191307067871,0.9019636511802673,0.5295803546905518,0.10084304958581924,ه,0.13793593645095825,ى,0.13186466693878174,0.006071269512176514,17,د,-0.2702087461948395,0.4757080078125,0.3587563633918762,0.4804041087627411,0.3713274300098419
26,576,608,0.058349609375,True,11.335685729980469,11.301992416381836,0.9445095658302307,0.5272225141525269,0.10227843374013901,ل,0.34361737966537476,ض,0.21510685980319977,0.128510519862175,18,ي,-0.22838126122951508,0.3587563633918762,0.61365807056427,0.3713274300098419,0.6899705529212952
27,560,592,0.0693359375,True,11.352612495422363,11.298129081726074,0.8344854712486267,0.5146924257278442,0.09843423217535019,ى,0.20665176212787628,ل,0.19900666177272797,0.007645100355148315,19,ق,0.12850257754325867,0.61365807056427,0.8960234522819519,0.6899705529212952,0.5436127185821533
28,544,576,0.07763671875,True,11.390104293823242,11.323990821838379,0.6992525458335876,0.47258681058883667,0.08047448098659515,ل,0.7523801922798157,م,0.3199301064014435,0.4324500858783722,20,ة,-0.08510565757751465,0.8960234522819519,0.3276645839214325,0.5436127185821533,-0.17407763004302979
29,528,560,0.07080078125,True,11.362581253051758,11.301169395446777,0.8972644805908203,0.48578739166259766,0.0938086211681366,ع,0.49359819293022156,م,0.47067880630493164,0.022919386625289917,21,م,0.47067880630493164,0.3276645839214325,0.20062589645385742,-0.17407763004302979,-0.3654260039329529
30,512,544,0.0693359375,True,11.392692565917969,11.324562072753906,0.7280216813087463,0.4667412042617798,0.0841929242014885,ل,0.8523271679878235,و,0.22960808873176575,0.6227190494537354,21,م,0.14103204011917114,0.20062589645385742,0.8312066197395325,-0.3654260039329529,0.03971892595291138
31,496,528,0.095458984375,True,11.373588562011719,11.3031587600708,0.6873731017112732,0.4845420718193054,0.09785506129264832,م,0.5065166354179382,ع,0.3776400089263916,0.12887662649154663,21,م,0.5065166354179382,0.8312066197395325,0.8429667353630066,0.03971892595291138,0.078511081635952
32,480,512,0.083251953125,True,11.392386436462402,11.325565338134766,0.7175865769386292,0.4701540470123291,0.09068284928798676,ل,0.8260079026222229,و,0.23317785561084747,0.5928300619125366,22,ل,0.8260079026222229,0.8429667353630066,0.8591375350952148,0.078511081635952,0.09731749445199966
33,464,496,0.06201171875,True,11.374419212341309,11.313278198242188,0.6694130897521973,0.4940749704837799,0.08934677392244339,م,0.5105262398719788,ع,0.41793379187583923,0.09259244799613953,23,ي,0.29231974482536316,0.8591375350952148,0.9373217821121216,0.09731749445199966,0.602027416229248
34,448,480,0.069091796875,True,11.394242286682129,11.320907592773438,0.6601951122283936,0.4504953622817993,0.07991203665733337,م,0.5938515067100525,ل,0.39684873819351196,0.19700276851654053,24,ئ,0.05377640202641487,0.9373217821121216,0.6348289847373962,0.602027416229248,0.2827836871147156
35,432,464,0.07080078125,True,11.357407569885254,11.302044868469238,0.8494647741317749,0.49763792753219604,0.09492944180965424,ي,0.36392977833747864,م,0.31174734234809875,0.05218243598937988,25,ة,-0.05888830125331879,0.6348289847373962,0.44071346521377563,0.2827836871147156,0.04514284431934357
36,416,448,0.08203125,True,11.368284225463867,11.34568977355957,0.5755388140678406,0.5027096271514893,0.10099826753139496,ا,0.6701325178146362,ح,0.17757736146450043,0.4925551414489746,26,ا,0.6701325178146362,0.44071346521377563,-0.20889949798583984,0.04514284431934357,-0.37335386872291565
37,400,432,0.075927734375,True,11.353293418884277,11.319234848022461,0.9244319200515747,0.5052685737609863,0.0983295887708664,ل,0.6649734377861023,ق,0.2080935835838318,0.4568798542022705,27,ل,0.6649734377861023,-0.20889949798583984,0.8805812001228333,-0.37335386872291565,0.7653047442436218
38,384,416,0.029052734375,True,11.331120491027832,11.288069725036621,0.964274525642395,0.5302079319953918,0.10381114482879639,ل,0.17042690515518188,ى,0.13395091891288757,0.03647598624229431,28,إ,-0.01680319383740425,0.8805812001228333,0.7227578163146973,0.7653047442436218,0.7639543414115906
