window,physical_x0,physical_x1,ink_ratio,used_by_training_dtw,primitive_raw_norm,semantic_norm,primitive_semantic_cosine,restoration_mae,restoration_edge_mae,top1_letter,top1_cosine,top2_letter,top2_cosine,top1_margin,dtw_letter_indices,dtw_letters,dtw_path_cosine_mean,previous_primitive_cosine,next_primitive_cosine,previous_semantic_cosine,next_semantic_cosine
39,368,400,0.0361328125,True,11.36666202545166,11.308646202087402,0.7949499487876892,0.504672646522522,0.08974750339984894,ل,0.3930867612361908,م,0.2057746797800064,0.1873120814561844,29,ي,-0.2942521572113037,0.7227578163146973,0.8818173408508301,0.7639543414115906,0.5154284238815308
40,352,384,0.078125,True,11.397531509399414,11.330904006958008,0.6771541833877563,0.459189236164093,0.08656816184520721,ل,0.6822119951248169,م,0.3763720691204071,0.3058399260044098,30,ج,0.1035628616809845,0.8818173408508301,-0.7130323052406311,0.5154284238815308,-0.359072744846344
41,336,368,0.076171875,True,11.421539306640625,11.387771606445312,0.5283014178276062,0.46992170810699463,0.083397775888443,ا,0.9776879549026489,ح,0.19559141993522644,0.7820965051651001,31,ا,0.9776879549026489,-0.7130323052406311,-0.2013159543275833,-0.359072744846344,0.5542882680892944
42,320,352,0.04345703125,True,11.369152069091797,11.36252498626709,0.6829437613487244,0.49110907316207886,0.07951793819665909,ا,0.5920426845550537,ل,0.4271903932094574,0.1648522913455963,32,ب,-0.055126167833805084,-0.2013159543275833,0.07637328654527664,0.5542882680892944,0.18160787224769592
43,304,336,0.05078125,True,11.390600204467773,11.324746131896973,0.7097513675689697,0.47099554538726807,0.08068935573101044,ل,0.8384449481964111,و,0.23415790498256683,0.6042870283126831,33,ي,-0.04914119839668274,0.07637328654527664,0.8081368207931519,0.18160787224769592,-0.11145511269569397
44,288,320,0.07275390625,True,11.374799728393555,11.310796737670898,0.6498481035232544,0.4833108186721802,0.09163786470890045,م,0.579135000705719,ع,0.4812571704387665,0.09787783026695251,34,ي,0.27225348353385925,0.8081368207931519,0.8548635244369507,-0.11145511269569397,0.12366087734699249
45,272,304,0.0654296875,True,11.396004676818848,11.327674865722656,0.6779810786247253,0.4549587070941925,0.0775717943906784,ل,0.7271983623504639,م,0.35374340415000916,0.3734549582004547,35,غ,-0.03699472174048424,0.8548635244369507,0.7348325252532959,0.12366087734699249,0.020347949117422104
46,256,288,0.07177734375,True,11.377850532531738,11.312570571899414,0.724189817905426,0.4690548777580261,0.08231309056282043,م,0.5116889476776123,ع,0.44663751125335693,0.06505143642425537,36,ي,0.38725510239601135,0.7348325252532959,0.22638647258281708,0.020347949117422104,0.034917496144771576
47,240,272,0.071533203125,True,11.375134468078613,11.355179786682129,0.4914862811565399,0.5029634237289429,0.09038771688938141,ا,0.7620933055877686,إ,0.151296928524971,0.6107963919639587,37,ر,-0.015978550538420677,0.22638647258281708,0.5391430854797363,0.034917496144771576,0.8176544904708862
48,224,256,0.0634765625,True,11.34758186340332,11.349838256835938,0.672443151473999,0.5266633033752441,0.10613970458507538,ا,0.6676890254020691,ز,0.26113447546958923,0.40655454993247986,38,ا,0.6676890254020691,0.5391430854797363,0.3828562796115875,0.8176544904708862,-0.09365758299827576
49,208,240,0.053955078125,True,11.35859489440918,11.32044792175293,0.9154413938522339,0.5071563720703125,0.09776739776134491,ل,0.7136855125427246,ض,0.24627086520195007,0.46741464734077454,39,ل,0.7136855125427246,0.3828562796115875,0.5695223808288574,-0.09365758299827576,0.15577766299247742
50,192,224,0.058349609375,True,11.385890007019043,11.319576263427734,0.6924681067466736,0.4739019274711609,0.08603955805301666,م,0.6196789145469666,ع,0.4602634012699127,0.15941551327705383,39,ل,0.23005028069019318,0.5695223808288574,0.5735007524490356,0.15577766299247742,0.24161192774772644
51,176,208,0.048828125,True,11.343873023986816,11.28577709197998,0.9192227721214294,0.5179592370986938,0.10131093114614487,ى,0.2712799310684204,ي,0.22401665151119232,0.04726327955722809,40,ح,0.07054530829191208,0.5735007524490356,0.5408014059066772,0.24161192774772644,0.016605447977781296
52,160,192,0.037109375,True,11.374343872070312,11.319442749023438,0.7577027082443237,0.49523890018463135,0.08625209331512451,ل,0.6702121496200562,ق,0.24719223380088806,0.4230199158191681,41,ض,0.20031259953975677,0.5408014059066772,-0.199956476688385,0.016605447977781296,-0.39137133955955505
53,144,176,0.05078125,True,11.369942665100098,11.3331880569458,0.5910781621932983,0.5057146549224854,0.09273223578929901,ا,0.6056000590324402,ح,0.17433959245681763,0.43126046657562256,42,ا,0.6056000590324402,-0.199956476688385,0.4741264283657074,-0.39137133955955505,0.702648401260376
54,128,160,0.0712890625,True,11.411300659179688,11.388769149780273,0.6678511500358582,0.47047150135040283,0.08401378989219666,ا,0.9749242663383484,ز,0.17136090993881226,0.8035633563995361,42,ا,0.9749242663383484,0.4741264283657074,-0.2719990611076355,0.702648401260376,-0.34145835041999817
55,112,144,0.066162109375,True,11.374893188476562,11.327621459960938,0.8898918628692627,0.47990909218788147,0.08259986340999603,ل,0.856501042842865,ض,0.24069000780582428,0.6158110499382019,43,ر,-0.03514006361365318,-0.2719990611076355,0.6266741156578064,-0.34145835041999817,0.2582075893878937
56,96,128,0.028076171875,True,11.33242130279541,11.279203414916992,0.9336166381835938,0.5307298898696899,0.10573901981115341,ى,0.20424719154834747,ق,0.15327531099319458,0.05097188055515289,44,ة,-0.27999988198280334,0.6266741156578064,0.8048742413520813,0.2582075893878937,0.5686365365982056
57,80,112,0.0263671875,True,11.375761032104492,11.316993713378906,0.7662084102630615,0.4977762699127197,0.08179876208305359,ل,0.6330240368843079,ق,0.2281283289194107,0.40489572286605835,45,ت,-0.0988934189081192,0.8048742413520813,0.9488276839256287,0.5686365365982056,0.7977003455162048
58,64,96,0.060791015625,True,11.375495910644531,11.318631172180176,0.7651475071907043,0.49592864513397217,0.09124331921339035,ل,0.4231500029563904,ق,0.24939686059951782,0.17375314235687256,46,ب,0.004489032551646233,0.9488276839256287,0.9551559090614319,0.7977003455162048,0.651774525642395
59,48,80,0.076416015625,True,11.378227233886719,11.317997932434082,0.6822323799133301,0.4869229197502136,0.09013043344020844,م,0.5981447100639343,ع,0.4310591220855713,0.16708558797836304,47,ن,0.14133533835411072,0.9551559090614319,0.957996129989624,0.651774525642395,0.8200462460517883
60,32,64,0.074951171875,True,11.373531341552734,11.310473442077637,0.6459657549858093,0.4838322103023529,0.08922362327575684,م,0.5184699296951294,ع,0.3915705382823944,0.12689939141273499,48 49,ىب,0.0955655612051487,0.957996129989624,-0.26643648743629456,0.8200462460517883,-0.30396291613578796
61,16,48,0.07080078125,True,11.400607109069824,11.3847074508667,0.5012961626052856,0.48612484335899353,0.08495967835187912,ا,0.9615553021430969,ز,0.16690872609615326,0.7946465611457825,50,ا,0.9615553021430969,-0.26643648743629456,0.7420367002487183,-0.30396291613578796,0.9802669882774353
62,0,32,0.054443359375,True,11.416849136352539,11.390180587768555,0.6816973090171814,0.47490453720092773,0.08032331615686417,ا,0.9865099191665649,ز,0.16303057968616486,0.8234793543815613,51 52 53 54,لعلم,-0.16553554125130177,0.7420367002487183,,0.9802669882774353,
